Bitrate,FPS,FileSize,Height,Motion,Power,Quality,Video,Width,video
150,24,635,180,0.0,282.99268869999764,0.0,,320,tos
150,24,7940,180,0.067865,246.9424006999957,8.198325,,320,tos
150,24,5117,180,2.503155833333333,290.3231178999986,90.18041833333332,,320,tos
150,24,20328,180,3.66523625,761.111116840003,0.0,,320,tos
150,24,17934,180,8.669228333333333,542.5323801399966,0.34145125,,320,tos
150,24,22405,180,14.890849583333333,744.8807436800007,5.535116666666667,,320,tos
150,24,18255,180,15.352540833333334,852.7277193399948,3.755974583333333,,320,tos
150,24,17734,180,13.339497083333333,709.8359819199975,2.2600766666666665,,320,tos
150,24,17235,180,8.29674666666667,755.4099498000014,0.0,,320,tos
150,24,21754,180,7.75905375,864.0042459999945,0.0,,320,tos
150,24,14829,180,6.083812916666665,897.4384693999946,3.46200625,,320,tos
150,24,16869,180,4.8339358333333315,871.7210674799992,31.25539208333333,,320,tos
150,24,15095,180,8.30102125,599.5760985400034,19.943657083333328,,320,tos
150,24,21269,180,2.3196245833333333,1095.9902990999954,0.0,,320,tos
150,24,10298,180,2.3733866666666668,647.6839618999973,0.0,,320,tos
150,24,21971,180,2.36364125,561.8067968599978,0.0,,320,tos
150,24,11561,180,2.7087708333333333,638.5804157400028,0.0,,320,tos
150,24,21860,180,2.610407083333333,647.6060140600025,0.0,,320,tos
150,24,10903,180,2.744335833333333,562.092742360001,0.0,,320,tos
150,24,26517,180,4.295660000000002,518.2059393399975,0.0,,320,tos
150,24,16125,180,1.6993370833333332,484.5365089599991,0.0,,320,tos
150,24,19327,180,1.9702537500000004,519.3362253800005,0.0,,320,tos
150,24,16872,180,2.1649395833333336,485.69366903999685,0.0,,320,tos
150,24,20059,180,2.497784583333333,558.8038425000022,0.0,,320,tos
150,24,12986,180,2.610744583333334,982.3269111599989,0.0,,320,tos
150,24,25512,180,3.0349133333333325,540.9302875200001,0.0,,320,tos
150,24,14731,180,2.8364675,519.8996143799991,0.0,,320,tos
150,24,24510,180,3.02068,532.328165120005,0.0,,320,tos
150,24,9999,180,2.065781666666666,602.7409683799995,0.0,,320,tos
150,24,22426,180,2.0248854166666668,818.9391272199975,0.0,,320,tos
150,24,12636,180,1.4336083333333332,613.1839032799978,0.0,,320,tos
150,24,23668,180,1.7110441666666667,565.1459972999994,0.0,,320,tos
150,24,13146,180,2.712565000000001,520.2798439600033,0.0,,320,tos
150,24,22734,180,2.7968491666666666,609.1604492799993,0.0,,320,tos
150,24,18247,180,6.598969583333332,602.5642819199993,0.0,,320,tos
150,24,17350,180,4.866329583333333,568.0636796999988,0.0,,320,tos
150,24,14610,180,3.8734808333333337,399.17279435999717,0.0,,320,tos
150,24,21009,180,2.01500875,370.57413578000114,0.0,,320,tos
150,24,13567,180,2.00938375,371.2878771599994,0.0,,320,tos
150,24,18685,180,4.822041249999999,691.8436110600039,0.0,,320,tos
150,24,14496,180,4.5492629166666685,513.8291602800016,0.0,,320,tos
150,24,23653,180,20.146844166666668,446.2484724199985,16.678259999999998,,320,tos
150,24,15132,180,19.881546250000003,435.4518493799976,7.52955625,,320,tos
150,24,19775,180,9.59047166666667,493.5188271200018,0.0,,320,tos
150,24,14896,180,10.374413333333333,433.8527573200047,0.0,,320,tos
150,24,20525,180,8.887860000000002,645.8786995000016,0.0,,320,tos
150,24,13705,180,5.697792916666665,653.7945759600061,0.0,,320,tos
150,24,20723,180,7.291254583333332,526.1033644799984,0.18854375,,320,tos
150,24,14829,180,4.262427916666667,501.21456510000326,0.0,,320,tos
150,24,19634,180,2.329466666666667,561.5708710599995,0.0,,320,tos
150,24,15980,180,6.4734766666666665,758.3968458800007,8.184432083333332,,320,tos
150,24,18797,180,3.3288499999999988,868.2646691400016,18.201999583333336,,320,tos
150,24,15408,180,4.8468229166666665,643.7644897199959,7.231176249999997,,320,tos
150,24,25090,180,7.852481250000001,604.7011643999986,13.377225,,320,tos
150,24,11362,180,4.144772916666667,560.0062294799998,16.179080833333334,,320,tos
150,24,19627,180,1.1599000000000002,562.6926798000022,26.07195708333333,,320,tos
150,24,11066,180,1.2532716666666666,590.7899793399995,29.19858541666667,,320,tos
150,24,25397,180,0.9587895833333334,594.0900118799993,34.03361041666666,,320,tos
150,24,10965,180,3.902109166666666,306.64039697999806,38.14209666666667,,320,tos
150,24,16010,180,0.05724291666666668,239.81154560000095,0.0,,320,tos
150,24,13391,180,0.05464541666666667,218.46203084000035,0.08159708333333332,,320,tos
150,24,14765,180,0.045285,244.5936748200004,0.4205525,,320,tos
150,24,13353,180,0.037507499999999985,275.76800198000024,1.9620895833333336,,320,tos
150,24,20141,180,3.0918233333333327,427.1490819600001,4.54358,,320,tos
150,24,14817,180,1.6418549999999996,542.1852244399988,0.0,,320,tos
150,24,21053,180,1.5750204166666668,505.5640365199979,0.0,,320,tos
150,24,14473,180,1.5257370833333337,418.5709225599951,0.0,,320,tos
150,24,18364,180,1.48731125,426.1819396399967,0.0,,320,tos
150,24,18336,180,5.501123750000001,394.663975819999,0.0,,320,tos
150,24,22761,180,3.6709116666666666,341.1619720399958,0.0,,320,tos
150,24,15524,180,4.7312329166666665,412.2146015399994,0.0,,320,tos
150,24,21994,180,3.7786433333333327,405.73375559999545,0.0,,320,tos
150,24,16027,180,5.157697500000001,535.9550496799975,0.0,,320,tos
150,24,22181,180,6.441497916666666,1076.2612338199992,0.0,,320,tos
150,24,9974,180,2.9879812500000007,799.6726475599985,0.0,,320,tos
150,24,18441,180,3.3233874999999995,777.5990129200045,1.0655387499999998,,320,tos
150,24,16486,180,3.9954133333333335,1054.2059040400004,0.0180825,,320,tos
150,24,20043,180,1.8144583333333333,638.1307215399979,0.0,,320,tos
150,24,15710,180,5.539397916666666,545.833446460003,1.2063404166666667,,320,tos
150,24,18265,180,4.588969166666668,393.68960075999735,9.780230416666663,,320,tos
150,24,24611,180,11.034921666666667,375.8536645999966,27.775834166666666,,320,tos
150,24,15929,180,6.487972916666666,359.33959357999856,0.9956104166666668,,320,tos
150,24,22325,180,8.776983333333334,598.9834385800018,0.0,,320,tos
150,24,17816,180,6.4590283333333325,410.6130005199998,0.0,,320,tos
150,24,20587,180,5.980225416666666,407.3840418399984,0.0,,320,tos
150,24,13472,180,3.17995125,403.4760368199984,0.0,,320,tos
150,24,13693,180,3.7474925,436.5248869400041,15.9790475,,320,tos
150,24,17003,180,2.1032212500000003,422.57603661999883,30.44147666666667,,320,tos
150,24,14697,180,1.9427179166666664,686.0676631999988,11.337856250000002,,320,tos
150,24,21069,180,3.514303333333334,406.9397885799999,6.630844166666668,,320,tos
150,24,14334,180,2.418895416666667,402.5394755800005,0.0,,320,tos
150,24,17982,180,2.311642499999999,426.7847664600006,0.0,,320,tos
150,24,17521,180,3.815663333333333,499.54513342000155,0.05941875,,320,tos
150,24,21939,180,1.863805,526.2167628200034,0.8438700000000002,,320,tos
150,24,16247,180,2.28537375,442.2716599799958,1.0591499999999998,,320,tos
150,24,20749,180,1.52314375,432.7114509999967,1.59140875,,320,tos
150,24,14797,180,3.4923704166666667,399.4133745799991,0.0,,320,tos
150,24,20053,180,2.3960891666666666,447.76431837999735,0.0,,320,tos
150,24,15945,180,2.2265666666666664,432.31159216000333,0.0,,320,tos
150,24,19048,180,3.274079166666666,392.85792180000294,0.0,,320,tos
150,24,24952,180,5.047864166666666,441.12389998000003,0.0,,320,tos
150,24,20304,180,3.74147125,391.40050167999766,0.0,,320,tos
150,24,13625,180,3.25917875,422.76031458000216,0.0,,320,tos
150,24,22845,180,3.223779166666666,541.7905648799976,0.0,,320,tos
150,24,13838,180,3.0117541666666665,471.93849652000335,0.0,,320,tos
150,24,21674,180,3.9696691666666655,459.46874546000345,0.0,,320,tos
150,24,16321,180,3.7529079166666666,461.9352198799993,0.0,,320,tos
150,24,20347,180,4.220742083333334,370.9110102599948,0.0,,320,tos
150,24,17396,180,5.829133333333334,381.5058812599973,0.0,,320,tos
150,24,21538,180,6.857218750000001,377.81404898000096,0.0,,320,tos
150,24,16300,180,6.46722875,452.61603902000525,0.020438333333333333,,320,tos
150,24,18174,180,1.3191154166666663,487.2674065999979,0.11045916666666666,,320,tos
150,24,11417,180,1.6471020833333336,452.68128166000315,0.0,,320,tos
150,24,16005,180,3.5533129166666675,661.1317242600005,0.3837858333333333,,320,tos
150,24,19886,180,2.577770416666667,415.82786001999307,0.02947666666666666,,320,tos
150,24,26513,180,4.120923749999998,511.9241117599979,0.2757779166666667,,320,tos
150,24,15128,180,5.6824154166666645,420.2672036600061,0.2427170833333333,,320,tos
150,24,20145,180,5.314229583333334,450.276163,2.8854795833333338,,320,tos
150,24,18883,180,6.66024375,439.30622511999945,4.801317083333335,,320,tos
150,24,21302,180,8.492645416666667,465.21476991999793,13.419129999999996,,320,tos
150,24,13449,180,5.138737916666668,535.50786694,3.9741175000000006,,320,tos
150,24,18977,180,5.0376666666666665,451.8739315999969,8.457732083333333,,320,tos
150,24,14965,180,4.1790949999999984,499.5914138800006,1.0547945833333334,,320,tos
150,24,20253,180,3.7941404166666666,488.8385239799982,5.1260062500000005,,320,tos
150,24,15272,180,3.193250833333334,478.87437713999816,1.4853999999999996,,320,tos
150,24,23716,180,3.4076608333333334,496.98652801999606,5.254970416666667,,320,tos
150,24,10811,180,1.5923120833333329,474.57572376000144,0.07574375,,320,tos
150,24,22091,180,1.403095416666667,492.2533559799988,3.75502375,,320,tos
150,24,13588,180,3.029945,460.8026781600013,0.4939279166666666,,320,tos
150,24,19253,180,1.3007670833333334,419.96913272000006,0.0,,320,tos
150,24,10234,180,1.0781275,363.28702944000133,0.0,,320,tos
150,24,20345,180,1.1052566666666668,446.3273182200012,0.0,,320,tos
150,24,11606,180,1.098232916666667,402.8362696999975,0.0,,320,tos
150,24,15580,180,3.246506666666667,751.7638732000016,0.0,,320,tos
150,24,22675,180,2.078992083333333,530.1538585799976,0.0,,320,tos
150,24,22898,180,1.9129979166666669,536.472844519996,0.0,,320,tos
150,24,13923,180,2.3313275,516.1568969799955,0.0,,320,tos
150,24,21495,180,3.719820833333333,444.42181930000356,2.9285125,,320,tos
150,24,15471,180,2.4793595833333337,423.73122763999936,4.71992375,,320,tos
150,24,25838,180,6.132673750000001,389.6893361800012,24.56391375,,320,tos
150,24,11253,180,2.48098125,347.979813740003,1.0656175,,320,tos
150,24,22449,180,3.163965416666666,315.63591794000126,4.403840416666667,,320,tos
150,24,11911,180,2.3338016666666666,331.7564773799984,1.5959070833333335,,320,tos
150,24,18775,180,2.07442375,416.64765902000295,1.8834191666666669,,320,tos
150,24,18436,180,3.11578125,414.73400418000483,1.093082916666667,,320,tos
150,24,21050,180,2.0984350000000003,443.3850719800025,2.0308104166666667,,320,tos
150,24,16169,180,3.66473875,344.1597948599956,1.7173658333333333,,320,tos
150,24,23672,180,5.392899166666666,295.29651592000005,0.0,,320,tos
150,24,11272,180,5.414055833333332,286.1002411200027,0.0,,320,tos
150,24,22002,180,4.965923749999999,325.9963405399935,0.0,,320,tos
150,24,12877,180,4.395502499999999,380.13665422000054,0.0,,320,tos
150,24,21313,180,3.4484866666666663,394.9216227799998,0.0,,320,tos
150,24,17452,180,4.592252916666666,413.1459978799994,0.0,,320,tos
150,24,21326,180,9.86138,425.5383878999985,7.043767916666668,,320,tos
150,24,13433,180,14.510911666666665,378.54820628000334,23.396920833333336,,320,tos
150,24,19987,180,14.598579166666665,372.8608138399982,19.37027875,,320,tos
150,24,17796,180,13.508813333333334,401.37807200000225,11.621339999999998,,320,tos
150,24,20319,180,9.349862083333333,381.12833789999604,2.12645625,,320,tos
150,24,16035,180,8.540554583333334,324.7277738800001,1.8153166666666667,,320,tos
150,24,20413,180,8.18295041666667,341.4254572599964,2.481730833333333,,320,tos
150,24,15666,180,9.158253333333333,365.4574327799994,0.11539125,,320,tos
150,24,22747,180,8.565081666666664,401.39949819999856,0.4739741666666668,,320,tos
150,24,12751,180,6.874027083333334,385.30776945999696,0.0,,320,tos
150,24,20597,180,3.711467083333333,391.1231716400034,0.0,,320,tos
150,24,12367,180,3.5535979166666665,363.6778253200034,0.0,,320,tos
150,24,21365,180,4.579236249999999,358.8188568799967,0.0,,320,tos
150,24,14227,180,3.6706962500000007,376.1546374800016,0.13699999999999998,,320,tos
150,24,17947,180,1.46544,356.40082577999806,1.90809625,,320,tos
150,24,14197,180,7.317240833333333,374.35141842000553,9.791994166666667,,320,tos
150,24,23175,180,11.183222083333336,413.8853517200009,12.951334166666667,,320,tos
150,24,635,180,0.0,275.2292940799996,0.0,,320,tos
150,24,7940,180,0.067865,344.7457041400039,8.198325,,320,tos
150,24,5117,180,2.503155833333333,371.1265499199967,90.18041833333332,,320,tos
150,24,20328,180,3.66523625,742.9947749799994,0.0,,320,tos
150,24,17934,180,8.669228333333333,473.8917017400006,0.34145125,,320,tos
150,24,22405,180,14.890849583333333,640.4214119400021,5.535116666666667,,320,tos
150,24,18255,180,15.352540833333334,729.9022319600001,3.755974583333333,,320,tos
150,24,17734,180,13.339497083333333,592.3956669600022,2.2600766666666665,,320,tos
150,24,17235,180,8.29674666666667,642.2212163999993,0.0,,320,tos
150,24,21754,180,7.75905375,800.7792308999915,0.0,,320,tos
150,24,14829,180,6.083812916666665,838.3460626800052,3.46200625,,320,tos
150,24,16869,180,4.8339358333333315,805.917132699997,31.25539208333333,,320,tos
150,24,15095,180,8.30102125,504.85257153999396,19.943657083333328,,320,tos
150,24,21269,180,2.3196245833333333,823.2765128599951,0.0,,320,tos
150,24,10298,180,2.3733866666666668,689.5541739000016,0.0,,320,tos
150,24,21971,180,2.36364125,520.0111699200033,0.0,,320,tos
150,24,11561,180,2.7087708333333333,524.529213680004,0.0,,320,tos
150,24,21860,180,2.610407083333333,431.5370778199988,0.0,,320,tos
150,24,10903,180,2.744335833333333,653.8121417799994,0.0,,320,tos
150,24,26517,180,4.295660000000002,480.5944774799989,0.0,,320,tos
150,24,16125,180,1.6993370833333332,454.3357814599999,0.0,,320,tos
150,24,19327,180,1.9702537500000004,549.4912144200064,0.0,,320,tos
150,24,16872,180,2.1649395833333336,469.9232806199966,0.0,,320,tos
150,24,20059,180,2.497784583333333,589.4325136999987,0.0,,320,tos
150,24,12986,180,2.610744583333334,528.4594700999985,0.0,,320,tos
150,24,25512,180,3.0349133333333325,476.8486722399982,0.0,,320,tos
150,24,14731,180,2.8364675,477.93411046000097,0.0,,320,tos
150,24,24510,180,3.02068,436.31557080000084,0.0,,320,tos
150,24,9999,180,2.065781666666666,459.8081112600039,0.0,,320,tos
