time,150,300,750,1200,1850,2850,4300,6000,9000,12000,size_150,size_300,size_750,size_1200,size_1850,size_2850,size_4300,size_6000,size_9000,size_12000
1,7294.4778060199915,3405.057963240026,2518.5326997200773,3118.562054220014,4012.834437859983,2554.797200779967,4091.6491267800084,4063.8658469400234,4594.722188999998,5078.163663140107,16417,16590,29206,21421,73751,175440,820911,831244,838578,838024
2,920.6803530800325,1118.7042406800301,1127.1343395600488,1204.293807120026,1423.1554589400166,1486.3515603200485,2075.2054309000087,1874.2978374800368,1365.825695779984,1711.1236869199965,23351,27226,55539,61249,133085,259937,964341,1007781,1072770,1139328
3,1085.4825745599737,1057.8977476600212,1360.9045910600107,1706.831132380008,1668.585146920068,1262.7387887799887,1691.3227004399996,2366.573436060009,2003.5494134398905,2056.815113179993,80242,159816,388876,617946,899436,1322708,1965250,2767864,4154346,5515018
4,1442.225763600034,1683.6161416999348,1748.0469566799948,1344.6045664799767,1459.7851557800095,1568.3291312000074,2247.727085660057,1636.3397523400417,2141.552696999979,2103.9877207600985,72872,144154,357146,553332,859383,1318449,1918036,2599437,3717136,4955144
5,871.3355958199845,1328.8702470799617,1250.322592020022,1460.0265337400215,1851.2406844000834,1861.687390720048,5703.235602660008,2171.8627977000706,1533.2392945000447,1654.965998840018,64851,126672,276592,419490,584442,887945,1289591,1874866,3148123,4316630
6,682.6832906800346,1084.9110044599602,1455.8882871199603,1280.4999593999364,1575.3257651999884,1239.4049411800206,1928.0462951199843,1966.0661376599637,2105.767424980022,1919.1487026799987,67615,132363,312233,500318,715717,1075370,1561324,2201522,3472733,4651608
7,1105.5712159800132,1376.1695000799373,1321.678227959981,1290.67752371996,1079.7822128599964,1653.7822744800778,1819.9575945800334,1597.373048139967,2003.253168599973,2066.974455260026,80161,160839,345103,513197,734211,1089870,1579713,2299735,3522422,4885493
8,1057.8217144399878,1254.4290134000257,1131.8810705599844,1284.8900401600222,1630.0306035199337,2212.812248540027,1841.715304739957,1971.3743057200172,1548.3577880800058,1656.1415125201002,74608,147026,363853,564639,812657,1214534,1657926,2372102,3673293,5275027
9,586.2670988000391,1073.0001449400188,1310.155133119968,1833.600752259972,1761.4670118200374,1379.0673141799653,2054.220303119966,2139.3390363400467,1974.601531099952,1953.593536480079,70891,143751,323142,511271,739141,1084771,1558585,2208263,3469502,4882290
10,1298.939525379983,1404.1437630399814,1713.4991405599485,1424.9297007199966,1137.7428458999875,1356.7262399000138,1482.137711359912,1516.0272750600343,1947.2230795200267,1986.4395981199777,79115,160429,356252,570392,819396,1243610,1754742,2483553,3942986,5438896
11,958.1555996999514,1258.4854858199942,1005.1354276399779,1232.6905291599887,1798.9309433600156,1464.7487196799866,1681.7600598201425,1934.4522055600028,1445.4700642800508,1504.067865240013,67856,136795,332415,522454,758527,1164419,1633823,2303562,3712445,5149748
12,597.8156746800441,1184.6454709599802,1511.1542473800419,1298.1030607600114,1545.5546204199873,1543.4162576800445,2258.129153700049,1917.112274260031,1846.5983491600236,1922.8953396800316,73286,147787,357604,587982,897676,1346505,2051836,2960472,4563037,6085335
13,923.6584129799976,1136.9476883599837,1499.7362428600081,1263.8068716200305,1494.2796587199518,1254.0789911000284,1778.9678551200159,1768.687600239984,2171.872880119994,1991.758225180014,70221,139508,333027,523859,775366,1238970,1820446,2547981,3844890,5174284
