time,150,300,750,1200,1850,2850,4300,6000,9000,12000,size_150,size_300,size_750,size_1200,size_1850,size_2850,size_4300,size_6000,size_9000,size_12000
1,4253.211501660044,5901.65834595999,5206.926330779956,4594.078029199991,4311.7424303400585,4449.63910985998,4721.829697920006,6295.0968542400515,6404.445931940008,6137.160254739922,73054,148243,341102,512215,763629,1149594,1630696,2311337,3575360,4933396
2,2327.029364279988,2058.8381495800395,2201.957872139994,2489.3391731799647,2804.5399108200445,3498.9120804200084,3677.4745150400086,3727.10229463995,3496.0614527999487,3768.258855040005,79230,154772,357019,567176,850688,1253636,1842925,2644108,3999502,5512870
3,1506.6880952800138,1732.4920520399883,1767.793561719951,1951.960522119999,2102.930254800007,3855.7600023399655,2712.199590599954,2990.7542055800095,2802.5131407400195,2807.829855520001,69210,135257,345571,553353,814499,1270578,1864475,2688380,4149892,5631317
4,1673.2267789399903,1777.4884320400279,1946.6593086799767,2545.8369812600367,2082.9338830000443,2740.116356279953,2576.3571951800186,2916.7847563199566,4684.008665740008,3063.0850277399704,66265,136450,307969,491632,736735,1118917,1677782,2331487,3575836,4878095
5,1505.7513587600315,1533.7092333800156,1784.7317324600144,1733.026649320018,1889.7287206000256,2279.088100440009,2691.2566486199767,2729.6670279999908,2657.0595325800195,3071.4331795399758,64931,129599,294446,459604,666933,1003823,1461771,2112844,3181831,4270983
6,1437.3901235199864,1358.491606640032,1663.7527734400082,1624.3671648400086,1743.4169287800196,2194.5688613600214,4011.197171939957,2565.7294404399245,2780.679207480015,2679.73954865998,67729,129060,282158,427279,632405,950067,1343496,1944616,3078919,4282539
7,1381.3734088200017,1532.8650076600134,1709.5449199200075,1581.2201295400164,1802.7633495399614,1942.2640409000496,2391.310116299961,2311.799138900011,2401.8813568599826,2403.990329319976,74434,145719,310212,503799,736917,1094983,1662095,2398742,3406723,4579022
8,1400.3825708399772,1482.7415390199785,1919.4758795600092,1660.7188305399877,2172.4621693999925,2050.887719899958,2617.2671306999555,3672.5945998200195,2348.2121983599927,2417.717491280003,77112,155987,340623,507388,744866,1170480,1731690,2542020,3638753,4595758
9,1598.013491000017,1396.1057009400074,1583.8041067800168,1681.3377932399926,2838.383138740018,2177.0376777999772,2453.944036440008,6570.322803759953,2755.0369831599864,2872.1258783600215,77813,152834,359089,548194,858229,1249372,1936090,2780207,3956368,5286196
10,1392.3685778199897,1797.9037809000247,1812.331461440007,1853.2545290600256,3056.5357907200187,2140.9576621399838,2307.6435200999695,8857.299146439967,2445.4905365399845,2569.298741019994,68053,137295,286789,468058,699513,1081838,1668355,2397345,3576520,4688359
11,2037.2410397000058,1382.3784421800237,2142.2228880800058,3071.9025123599786,2401.209885739995,1986.5366727400233,2246.938824019977,12494.778397939994,2814.0462767400086,2360.0164431199937,73977,151303,343625,516448,766074,1206414,1838938,2645136,4019083,5430798
12,1622.862097360031,1586.9924967400011,1814.5212113200023,2493.074319720011,2346.6285168399845,2406.2753306800178,2581.220122419988,7481.267096520089,2481.6220249399776,2595.237729019994,71940,144359,338982,509418,759623,1046082,1613186,2253742,3322389,4386441
13,1605.2931800799806,2127.0700385200025,1711.6635744600253,1990.7375464999632,2157.586899399961,2282.726038759989,2670.753265179972,3158.7883027799953,3245.989073640063,2856.6893982799966,69294,141133,322650,510055,749694,1149196,1701592,2449545,3857037,5181411
14,1456.2908120400189,1543.329659620018,1845.3115829799963,2437.0497109199923,2124.339371220017,2326.8904109599744,2592.514558739952,2816.6406485599937,4370.971236840027,3976.465603260004,66732,136530,293242,481706,720989,1108173,1723234,2499514,3906317,5265222
15,1467.314200679999,1346.423123940047,1499.5015373599808,1607.054312159983,1808.8824428200078,2076.008454960007,2227.967365919977,2580.1982304799903,2272.4274629199754,3731.211379879941,71748,141755,311556,491949,716419,1089392,1609493,2321692,3558334,4721959
16,1327.0611854799909,1443.1179532200558,1579.4523323400044,1817.539312700047,1648.4437708799933,1906.4783554000205,2310.1679347400104,2400.16482729998,2528.664578539985,2896.070652700032,69653,144001,302527,510233,697043,1057388,1521869,2309470,3704241,4877050
17,1637.2043721400187,1526.5756889800332,1587.4351293000173,1707.1756928800287,2054.1892214399877,2231.2301003999264,2607.6278845599827,2923.465675639959,2651.278682359987,2667.892163139999,78236,161283,367594,572915,839964,1290084,1834816,2699779,4002202,5271591
18,1677.651639800014,1396.900828359976,1511.0556621399865,2026.4408235799747,1867.114357040009,2060.357249479963,2400.057478540003,2650.493666179973,2574.4267589200163,2321.415489519968,68161,133059,326180,513394,757310,1166985,1799437,2410892,3399684,4493991
19,1963.9100918799895,1787.65113199996,2201.07275778003,2077.086428220009,2335.0023270199854,2833.236051140003,2674.7142538800135,4636.934937820017,3053.537334340029,3277.2705279400143,83171,167561,388546,613628,929817,1390048,2049564,2882310,4346489,5830400
20,1671.768912180024,1704.1338728200108,1765.5023408400002,1928.637631800013,2109.297717159985,2293.2354846800463,2601.049812799997,3200.9297158799973,2707.7633020199846,2762.80679281994,62426,121051,293236,456856,680423,1051864,1506053,2190250,3416615,4719894
21,1563.9770071600096,1515.6168153000135,1776.0201790600004,1799.27648675998,1914.3898091399906,2280.778556559978,2480.062677500012,3104.775190460001,2643.4600228000036,2598.566235400025,65205,129275,289576,456461,686112,1070519,1545666,2310241,3613387,4766728
22,1657.0893095000256,1402.652657240029,1721.5777994199552,1814.489417520007,2014.0362601599982,2217.369385999963,2471.504483279966,2528.0968832399794,2523.587363519956,2617.575853540012,69333,137655,313873,490389,692613,1053911,1556443,2210396,3443971,4546763
23,1772.753394620031,1532.847375239965,1980.192387459988,2049.7974562800355,2005.2194712,2122.6200224200284,2694.6413944200176,2721.2739536599975,2546.1673652399613,2548.886517880045,70464,137866,329583,531749,759216,1137889,1605137,2381503,3722209,5047040
24,1671.705861739978,1603.348239060001,1868.0682536200002,1670.5822583199997,1955.8427218200268,1976.2560867999964,2775.9967107000175,2824.472967840047,2738.3484756799926,3135.5500683799446,66982,135040,313530,506184,746618,1125589,1741702,2409933,3643810,5023298
25,1377.8487054200132,1368.1292544600037,1604.9072029800136,1806.3274581800097,2001.0833836800066,2341.3618208399694,2198.9024605800096,2394.1804438599793,2453.3465685000237,2398.0222877399974,73143,145529,333341,535338,784866,1147580,1686522,2392511,3719656,5075105
26,1744.4117138000047,1441.5602298200274,1812.5414278600538,1971.6435664799837,2351.4768458999497,2176.0715619199746,2564.3963740000017,2727.6604318800555,2654.9527771199837,2725.1418377799782,73393,148789,363823,600492,887765,1334603,2043860,2926522,4444776,6055502
27,1669.8358540799945,1678.2213123399943,1629.67750875999,2172.2538011200104,2141.710516879967,2171.9405924000266,2496.3185339399843,2516.2252285800305,2831.595395759994,2652.9988005999758,73933,146808,358720,578818,902424,1382405,2086642,2857809,4291159,5755369
28,1350.9521822399547,1621.1627818399702,1568.4138724799968,1776.5725377999934,1893.455059959978,2142.9318798199856,2437.6288679799845,2430.178626280004,2615.313571519978,2377.3507257199954,67752,136210,291368,456482,653799,989010,1443047,2054790,3179221,4293694
29,1498.2239577199707,1259.45927596,1665.9188143999554,1652.9274036399984,1925.0159693200003,1832.214634720035,2225.0429682600006,2338.8573415799874,2405.462646919993,2857.6274246600033,63233,133915,316304,519768,748088,1169200,1727921,2468242,3731874,5018979
30,1671.2673977600352,1610.2737994799809,1625.7777654000392,1837.4929120400338,1976.6954729999934,2291.937796799959,2535.6031831799846,2357.909129439984,2409.90262539999,2532.4220846200014,70381,144704,321816,518464,726034,1137004,1721256,2575205,3710549,5069659
31,1722.4435799799903,1881.6005303199345,2573.6729909000132,2032.2753400200054,2146.8486343199893,2365.7892763400205,2713.9617179999295,2759.6309196599777,2878.663150879972,2894.2027013199877,78143,155913,363329,560869,799562,1249323,1873076,2743713,4160326,5347179
32,1568.8439058200192,1560.3087530599632,2892.614681559986,1717.533116319969,1984.843025519981,2227.2280709999804,2936.4338296800006,3025.8264989600375,3021.9040447399693,3297.351518199959,76581,150749,370297,593384,891576,1372783,2018718,2859855,4334800,5768336
33,1562.135731280011,1654.8058427199994,1976.1371469799897,2060.4515336000113,2058.2657300600004,2509.842101080025,2706.767748639977,2937.5772184799816,2946.3688690199524,2896.203916360003,63840,124191,289767,459431,690422,1047678,1581316,2274210,3605422,4984564
34,1515.9043308200162,1711.6040982399873,1749.9496861400212,1735.746769160014,2087.307508260007,2742.7451579600047,2594.584426499995,5373.449745999995,4759.573843900054,2968.089190959994,66897,133610,302476,476892,710823,1100968,1604245,2365961,3671249,5038953
35,1510.1194190999986,1619.7153292999928,1769.9919262799986,1922.2698570000157,1907.3802209599553,2102.8146921600073,2349.0354664399865,8668.205430760048,2549.9528162199977,2560.4623883800305,70271,142326,314109,555780,810650,1135041,1764501,2691194,4168332,5754607
36,1589.748328239998,1494.2875921199638,1973.5146338800141,2191.781040539967,1857.676482220004,2058.444738599961,2446.7889984999683,2922.104950719973,2636.599034440028,2709.555431079978,79288,155755,338723,533730,812569,1214829,1845770,2625423,4021571,5260545
37,1760.749237739974,1520.5938522200267,1759.0904062999352,2120.7943320400364,1974.1247576399828,2413.801509660002,2323.5655272199783,2560.346309039968,2500.283859319975,3015.1817490599988,63735,126593,298105,469426,690684,1055528,1598794,2327783,3647943,5088679
38,1595.787578740009,1701.9609015600163,2150.243806360033,1854.4611845199634,1952.0831357400102,2544.5891075399813,2548.4619666000062,2916.135073739977,2848.1688357000257,2607.7743649800177,68303,138216,311977,498973,744259,1119460,1659593,2414759,3788136,5130948
39,1584.2774391000094,1633.7278554200075,1738.0120265800042,1975.8576698799252,2383.552517199965,2165.58254606,2432.698237319976,2537.493067040039,2743.455001539981,2768.4304577599733,73081,154495,337043,530261,784193,1164588,1705358,2496154,3820265,5124277
40,1590.7792247399848,1900.485935100005,1690.1863729800034,1843.4955477799176,1904.3390406799563,2204.3752128200094,2439.1735786599975,3090.5963271599803,2714.9835639200346,2676.4616490400003,72761,151454,341968,538253,799976,1145840,1706474,2587320,4141659,5657516
41,2083.6107818599558,1951.072045339969,1786.03150223996,2055.5497699000034,2312.443843719958,2170.7827562199827,2443.2084542400207,2577.931754499996,2885.111848159985,2630.9015273999858,81518,157236,390826,623195,948690,1471747,2269558,3196168,4792665,6396940
42,1660.7593454799753,1623.8365979399732,2161.6507661399964,2249.2541855999816,2117.7424467000155,3913.7122095399973,2469.6238152200585,2684.0656727199957,2930.686024419996,2718.3576593200232,67943,134995,308993,477700,721205,1115225,1637964,2301202,3532764,4720774
43,1407.981317259998,1814.9019421600224,1776.390408159963,1807.5995920399773,1830.5379336799751,3803.9322542599275,2325.1791664200146,2659.864261540033,3374.7279870999437,2548.900651599979,75711,154203,346844,567475,816262,1229251,1767235,2482819,3963796,5392549
44,1618.1242662199866,1415.470280779984,1668.4238248000156,1652.1774315999537,1868.037761439974,2188.8437315200154,2267.5949171799766,2586.3675350799795,2691.9943516200137,2565.572955899993,75401,154925,366747,537731,885175,1307916,2003309,2839325,4328774,5887400
45,1551.2692991600152,0.0,1462.596925460025,0.0,1503.7698319399824,1744.1123892400328,0.0,2466.9820910400185,2575.30888891995,0.0,79678,149254,332090,512576,714808,968458,1455235,2185124,3587431,5136376
