time,150,300,750,1200,1850,2850,4300,6000,9000,12000,size_150,size_300,size_750,size_1200,size_1850,size_2850,size_4300,size_6000,size_9000,size_12000
1,2251.5933950199897,1716.947197180004,2138.7618536599975,4228.610909619916,4852.582799240015,4639.231093719969,3382.474304840004,17824.11842398013,3596.023595780008,4719.712035979948,16417,16590,29206,21421,73751,175440,820911,831244,838578,838024
2,1223.5879183399838,1346.8016588999699,1606.888225659999,1528.991589420003,1411.387974320005,2278.899841600025,2914.107517879961,5078.871440139952,2352.43981462,2535.3839397000556,23351,27226,55539,61249,133085,259937,964341,1007781,1072770,1139328
3,2901.251959999984,2825.1200545799775,2992.188387500052,2475.288685800003,2685.297301760018,3650.7627127999795,5027.704685500048,3619.3578467199895,3904.1869846799973,4141.575511599962,80242,159816,388876,617946,899436,1322708,1965250,2767864,4154346,5515018
4,3226.688647119993,3393.4871830399798,3562.7633209999976,3694.4041169400152,4205.235038599976,4058.6898625799877,4445.945915660006,5099.800586660087,4633.561246120047,4803.377798940006,72872,144154,357146,553332,859383,1318449,1918036,2599437,3717136,4955144
5,3214.9714270199747,3200.896546920031,2607.0455713199544,3279.654246499972,4512.842376039995,3682.558399160036,3735.4935772999734,4474.894662919969,3634.532624920037,4173.696289860049,64851,126672,276592,419490,584442,887945,1289591,1874866,3148123,4316630
6,2410.085969020006,2215.6367142800054,2426.98839003991,2693.2561466799734,2709.952514899963,3338.873401840049,3969.102803839998,3524.153834800032,3638.1333878199994,3638.56290091996,67615,132363,312233,500318,715717,1075370,1561324,2201522,3472733,4651608
7,2007.7723427200654,2113.3363963800202,2582.432677999969,3840.875824660019,2721.5400903400223,2668.3847297399925,3363.413799359997,4346.653148959995,3510.008214340016,3295.332159460002,80161,160839,345103,513197,734211,1089870,1579713,2299735,3522422,4885493
8,2601.9606555599876,2199.352476599992,3017.2499816199943,2371.697692039984,3065.883817340019,2951.039561219959,3494.6049474000274,3433.4333988800227,3799.213519879957,3322.64669633999,74608,147026,363853,564639,812657,1214534,1657926,2372102,3673293,5275027
9,2567.192164000002,2165.339030379977,2433.943877480003,2679.5288187199876,2810.8265572599394,3045.7739132399665,3667.908693900037,4950.513531620019,3434.9649381199624,4229.0874526400385,70891,143751,323142,511271,739141,1084771,1558585,2208263,3469502,4882290
10,2297.1505724599656,2406.5096457399213,2320.7384804999974,2219.2864545200264,2831.017683379975,3024.021651079981,3253.617705340028,4759.137192819981,3203.365717540023,3483.3614688999924,79115,160429,356252,570392,819396,1243610,1754742,2483553,3942986,5438896
11,1709.0984870000148,1567.1258183200252,2107.307678279998,1657.6007017399752,2384.496276859976,2235.4855834000136,2589.717716739925,3197.377781539997,3607.016492920001,2847.2535816400405,67856,136795,332415,522454,758527,1164419,1633823,2303562,3712445,5149748
12,2087.373093140058,1782.1342804999795,1964.3869976199903,1691.825372939984,2077.323537219985,2328.0287806799743,3072.129294839995,3007.643318800001,3194.6284730599937,3183.1769858399566,73286,147787,357604,587982,897676,1346505,2051836,2960472,4563037,6085335
13,2227.0448598999765,2293.049964480012,2565.7422410000227,2186.133644360041,2423.822457779984,2711.051525379996,3482.587661340025,3382.5764533399497,3654.578240740022,3314.4758187599973,70221,139508,333027,523859,775366,1238970,1820446,2547981,3844890,5174284
14,2347.2856465199957,2573.2209527199675,2399.557072180037,2513.3771768199986,2984.7862948399707,2872.3246354400117,3481.1591972200185,3759.014270900014,3518.2512888399797,3573.082734639959,72486,146634,304833,490567,712707,1104110,1635364,2356370,3720104,5096249
15,2676.736552740025,2337.750400040024,2555.8493457399973,3348.2276242400067,3332.916494159953,3348.150764020036,3583.7687758200045,3598.981171300067,3550.0887692400383,3683.7097987999578,71977,142370,325464,505321,755092,1063644,1568193,2293779,3684811,4954055
16,2054.213067999998,1768.272074079955,1868.0238041999519,2193.2706472200216,2583.0114613599935,2714.011920619968,2792.0769934600394,3301.681713760002,3333.2205175599947,3930.0004605999993,68375,139011,288125,449594,663784,1022177,1485552,2263735,3679312,5002501
17,978.6352532400178,749.0231998399959,1306.9135669800216,937.3504435799778,1364.5619751600125,1261.978985899982,2386.3299717600003,2487.053476399963,2101.8454345599794,1710.0740092199785,58839,77456,144423,174523,256536,412828,1065494,1262986,1524547,1780914
18,1893.46926548,1749.4180911400126,2317.1323917399877,2035.9605902199783,2216.271098639999,2039.7977939800257,3075.8137945200533,2355.4734605199938,4123.852473040039,3143.697190740012,71804,137450,290202,421551,588040,896004,1530845,2129739,3141682,4117154
19,1574.2224890399666,1570.6802302000106,1793.1767196999963,1899.7780612799652,1955.4001346999967,2057.656560919946,2507.989632400013,2630.5624926799574,2503.2967782400065,2838.7529113399787,76305,154937,376054,607613,882296,1329279,1814485,2726958,4363261,6136865
20,2817.622686660008,2177.0541759599955,2339.352899659959,1693.4160071600136,2046.2805175399917,2369.201000659985,2774.4437197399648,2899.4752782799605,2969.8439500400436,2860.676513519953,71496,137008,332811,517260,777121,1188238,1741976,2494448,3974055,5321294
21,3015.769084959963,1958.847692299998,2245.084186199996,2412.2392621999743,2359.4182668999583,3110.042113039991,3403.4387171799826,3155.8087999399677,3050.041324100016,3403.303350059997,72000,144932,322721,508455,749059,1149239,1662271,2452563,3894419,5482223
22,1727.8662975200177,1398.7473725999698,1773.2540280799758,1877.9166520199706,2044.1437643799964,2296.7016016599655,2593.1830850599717,3267.5725757200335,2685.694470900027,2716.913633920032,82450,164678,390630,619842,938257,1419936,2126366,2943543,4334541,5438291
23,1657.9979661199877,1552.248081099966,1872.6064699200142,1666.2808706399583,2167.026640839955,2362.103479540011,2679.4817518999535,2890.569070879972,2711.0341679000076,2704.330316959983,66888,131045,342968,532978,790351,1251167,1804724,2606904,4072993,5596016
24,1918.1229639799767,1864.1068401999992,1801.7691007400117,1920.837323320019,1945.0727778799655,2574.7121247799914,2914.3997760800094,2774.809008039998,3282.078551239936,3476.611570939931,68423,137121,299156,460058,665047,1023185,1497269,2320650,3954207,5307687
25,1894.8183226799692,3343.9924810199964,1934.3544240000037,2181.845444799971,2074.301410160021,2549.5953293999683,2934.3633817399887,3124.519613239974,3022.9235643999828,2911.1806794800295,75009,151405,345597,544263,803120,1186270,1692801,2518575,4049524,5396875
26,1712.200736120044,1961.9078139599924,1810.8354254399837,2096.020017279935,2547.5213761200157,2490.134682880014,2801.9381446199923,2886.845219839978,3003.7593221400393,3080.218802199969,72864,148563,344514,523547,753472,1087350,1602487,2335505,3983324,5422388
27,1648.1426380399625,1714.426721520028,1875.7296949400534,1989.3400289199844,2187.6639457000138,2551.3678297599263,2855.467447739986,2810.2844901599574,2961.600114600018,2884.2128265999227,79249,155990,363788,579358,859622,1342097,1914461,2760771,4257928,5890350
28,1935.1330267400008,1817.439108939986,1742.5613906600174,1994.439075760005,2478.00765530001,2485.019735579999,2864.890349179982,3214.6895732199873,2899.843888739945,2888.267823119949,75998,150686,365178,604371,889970,1310352,1930512,2825610,4104384,5696843
29,1582.846979519998,1746.414342039996,1960.8081829599905,1934.6077961800238,2282.6985015999544,2192.319095219985,2917.4708696999533,2817.166219720043,2890.0210272999884,3308.9161009199843,76901,150348,354328,572231,847871,1258467,1765106,2638416,4302490,5886027
30,2016.9082725399767,2121.7865453599907,2313.574088579986,2276.5138979599524,2301.9094975,2516.3249381199967,3306.8163200199533,3007.7628181999717,3144.992504779978,4212.543678360078,66802,135587,285555,432276,635388,939935,1391274,2038635,3406204,5009487
31,1821.773703539945,1914.137388320024,2040.5890172199215,2234.5087254199743,2326.563365759971,2560.3631059600193,3029.770969799958,3117.8821986399844,3217.7392727400065,3041.336514239997,81989,156479,380570,615406,922438,1383568,2044693,2958851,4476934,6065958
32,1952.1879823399604,2135.693885859988,2368.220685979989,2203.6575595000077,2437.7266799999798,3012.600310979953,3291.0258109200095,3324.5328559000536,3546.2920173799694,3777.092243399975,70013,140910,346695,553398,834279,1269106,1822452,2652402,4161229,5684699
33,1939.2751528999797,1812.6696802599772,3210.104283099957,2153.0285843999827,2566.491268199993,5085.196232580049,3035.7466072400257,3192.3980667199467,3081.030131259996,3348.9848072600053,71372,142295,330608,525743,758877,1153292,1743981,2537174,4008507,5523614
34,1736.3121962999676,1752.0630709599682,2323.619423619968,2190.4638226200095,2245.554687099986,3204.9699437200043,2651.170106659989,2811.652148859969,2706.7437703399955,3064.9052305800187,66486,129917,307699,481228,682718,1018219,1482963,2217092,3669391,5176659
35,2131.0813196999916,2184.061678600002,1959.56832098004,1758.4426355000014,2109.272130579968,2296.898230040002,2867.118003399961,2818.520961760006,2858.3682834199635,2727.3761324200004,71526,141640,312065,510551,698062,1091194,1556692,2316766,3768877,5270433
36,1920.7827884399885,1755.2229018199587,2129.449965439985,2064.354977779987,2598.632327219957,2799.214280220017,3289.748041560015,3102.568414660019,3091.8865083799974,3043.657175580007,75107,147055,337352,514770,757219,1101375,1641051,2411201,4137605,5663709
37,1385.0615452400061,1603.3618101000047,1793.711063619995,1999.2667335000042,2083.195298739999,2290.8193207599943,2606.8972607200276,2874.588670579985,2528.0474097800106,2847.1990426799994,72771,146013,346434,533209,785741,1185751,1685606,2506078,3883911,5299928
38,1618.9265300400211,1364.3711284599503,1822.8775088999391,1626.5595911600067,2189.522242200009,2309.6690527799774,2718.031160060026,2660.2781085199495,2733.456984839998,2643.8684911999835,75750,154703,337434,553912,797579,1153271,1625973,2414836,3913539,5336793
39,1287.5297517999797,1365.595922359993,1614.2433481399949,1717.4269675399873,1878.8116245000047,2025.5980311199855,2702.2034750999974,2552.3123855999474,2432.0299259400044,2563.6764859399755,71143,145513,337208,509213,752145,1133040,1586375,2231313,3497409,4795189
40,1612.1542148399703,1607.1021861999898,2039.2354160200193,1689.2902237999897,1898.0478665600504,2278.694282099995,2615.6534399599886,3287.1424444399845,2755.1715801400023,2610.2872194599695,74844,149063,327752,504619,744678,1150371,1702059,2443162,3731569,4970248
41,1480.0949976199563,1344.4102148400352,1798.195807439948,1683.922998399964,2058.4967135599954,2284.5707356399716,2448.4507505199563,2773.57275897999,3194.9511536799882,2503.136662839992,75457,151109,352003,539353,811810,1230831,1857548,2616747,4028715,5492461
42,1493.5901577000077,1582.71577066002,1649.9561505199918,1771.4010461599983,1854.8037345199828,2358.3902099199795,2940.7391364400055,2747.1875409799923,2641.4647222999793,2697.8570772199764,72897,147603,366759,556659,840227,1273669,1865361,2591762,3842671,5334147
43,1489.7744913200004,1436.9066326999773,1745.9078476399773,1621.1546978599863,2037.5144132800096,2148.9908472000016,3774.4599096600014,2611.4718356999965,2803.7647713599636,2757.0862859799563,69876,137693,333769,531510,828252,1279565,1855570,2661210,4172156,5718497
44,1564.2318596600153,1607.4930030200194,1837.460416599958,2024.5791327599563,2622.5719129400113,2345.026094560015,2695.7081622399746,2816.535115900004,2823.788843499944,2855.70790785999,69721,135878,307091,491348,672082,1009628,1533777,2291321,3745551,5471314
45,0.0,18523466.574870657,1669.013111719979,2165.271816219989,362.26942063171373,2174.510741879997,2349.105885079982,0.0,14233.737634130262,0.0,77548,149761,348425,565796,829987,1250320,1896316,2737123,4187123,5665451
