time,150,300,750,1200,1850,2850,4300,6000,9000,12000,size_150,size_300,size_750,size_1200,size_1850,size_2850,size_4300,size_6000,size_9000,size_12000
13,1180.3077963600335,992.3674096600516,1048.881781940012,1291.387949480004,1346.964074759986,1851.5345688799462,1799.432707800026,1902.121121960001,1900.2000914600485,1916.4478445400673,71570,140947,334163,524432,753122,1107005,1693968,2350617,3520642,4690835
14,676.0584199200066,892.4838339200887,1208.6343848600354,1577.1307221999996,1433.958424760025,1784.6533968199528,1469.6076447599826,1659.5685796999987,1882.4486471200235,1471.0029366600538,75027,149252,356838,541845,807717,1220346,1720284,2442164,3717999,4959642
15,1507.9950099800026,550.6209041399998,1231.7148951399558,1162.6126379800226,1059.3054547399843,1479.9360160399756,1884.6944280999924,1602.659570599968,1551.5274221399777,2025.5555504999957,78727,152916,352006,563665,845844,1324198,2023224,2843425,4380174,5802206
16,994.304646140019,1158.2468162400164,959.617691720031,1387.3535426600338,1562.918022659951,1709.0711633400479,2408.401905799923,2003.6576697399596,2302.1168125601107,1947.355733700002,65039,129268,317610,503882,722665,1115439,1779610,2417295,3469373,4564274
17,903.050239620019,996.5371923600669,1401.9517302200547,1404.6578633199915,1763.7047884199892,2643.722346540011,2049.5812735200234,2051.08767654003,1951.851366540046,1982.9511338600187,68927,141469,322999,508746,748132,1138585,1810572,2492058,3796496,4980269
18,670.4028824599836,950.8461169199572,1354.0060646199945,999.7263797400065,1291.1366858599522,1262.0809961599643,1892.6656794399842,1875.1296415799861,1586.0130017199772,2061.1349252599757,80564,159693,380789,570705,881564,1294696,1997453,2796042,4157974,5330821
19,960.4728888799918,653.5973741800171,1027.988502819977,1266.8646165199607,1498.3125175000805,1552.645425979992,2140.302550300008,2318.8349830601055,1940.146556940028,1928.7279031200505,69822,141645,311968,553545,730797,1263057,1724573,2453295,3677844,4900015
20,900.9567158600212,930.2646766800481,1178.2111176400213,1387.6010365399434,1312.8220071600026,1540.0415353599892,1891.7647595600029,2219.1799204600393,2020.439604740015,1552.5741440399943,71507,133609,281522,401676,585809,814814,1228528,1717286,2785242,3889262
21,537.4382367399112,1098.3563149399633,1279.8165193799614,1378.079688880005,1568.0718601599547,1291.946822200016,1421.854753179974,1653.9475546800131,1431.080472040061,1897.7295316799664,73225,147512,379602,609987,898289,1360218,2056647,2882284,4383074,5849786
22,1092.3507585600346,699.731081720015,1176.243026699969,962.3750061599803,1208.8812203800044,1512.5632508000472,1905.7954423399842,1823.9366957600068,1867.7895078000292,1953.9053850000582,75750,151322,356294,559155,819341,1227149,1724921,2454094,3697360,5008466
23,1051.6069772200426,1024.6206727000153,1039.392133399977,1376.902250439969,1568.7109939200363,1598.5370795399976,2268.1511388600284,1803.583982420043,2010.5425987599483,1478.7592274600538,67565,129121,301780,474552,723138,1087321,1714301,2386894,3501306,4529126
24,561.694188280022,935.9872459200487,1415.9685158599623,1457.2105371599682,1768.2930980400834,1458.7683767199924,1744.48548244007,1855.6644718399693,2100.4711673600905,2390.4956264600078,75007,154465,388763,624254,927853,1429441,2071411,2827709,4095111,5400528
25,993.9707540999443,561.97023094001,1309.0277255799683,1356.9638324399657,1270.4925729800216,1461.2893009799936,1896.1192772000304,1747.8399232999564,1904.0015541400408,2108.4468392399303,57467,109029,247290,383135,507416,732834,1074850,1494956,2313408,3138230
26,1002.6337201599854,1013.3405841799668,917.4815335799794,1525.8206133199692,1674.3193723199784,1776.7289523200234,2022.7910730800104,1987.5033405200065,1875.8622614000033,1502.7258470199995,71658,143233,349427,543290,791166,1230771,1834802,2458097,3264115,3899713
27,618.1360328399242,1015.1012679199521,1233.047148019974,1616.8916106999786,1468.404027820001,1793.668919279944,1644.0869885999382,1828.7758603600032,1553.9712505799944,1934.7935159600183,73225,148266,340192,540212,778037,1185083,1774807,2483423,3673906,4880444
28,961.3003004399616,915.914307919973,1483.7364023999762,1152.5337025999543,1003.791577299995,1295.0410104199564,1872.1287794200234,2881.0387274200057,1940.1698571400339,1950.8365394800312,76517,154411,345380,551279,811809,1247746,1815529,2578935,4007190,5455439
29,1024.4908730199822,887.9751791399794,1066.5772673999527,1256.353494540008,1609.027722560004,1958.670425980048,2076.6324466199912,2340.332992680029,1896.7159819999852,1608.6654258000272,74801,146385,341175,551341,815535,1245394,1856960,2617019,3987822,5370915
30,1669.0239562200386,1097.2324394000589,1302.2563935600392,1637.9678026600322,1728.6344727799715,1731.359620900017,1972.5076698399862,2490.938588339979,1655.3861145401133,2228.346790300091,71404,144143,351645,568037,847271,1223302,1804909,2503407,3674920,4776045
31,514.1029975399852,943.5872938599869,1295.8511339200359,1251.797959059957,1071.1739106000168,1366.0022111400285,1922.5953020599882,1790.160386860045,1816.0250561399753,1932.495817240051,80556,163183,371405,589074,866344,1233144,1788298,2553084,3786401,5081415
32,938.9080806800157,617.1066360199984,1419.5955810200012,1102.0719364399629,1535.6035425799819,1625.1178763400294,2387.909622400004,2708.7244120000123,2244.8432915400754,2004.9862062600478,69480,147524,359047,575490,837310,1238162,1873475,2629502,3972713,5293094
33,868.5977898799938,894.4596492999199,1116.9151510399697,1596.9447561599827,1738.014224860015,1607.4773068799877,1971.3048910599318,2375.3193549400294,1749.8041225799952,1920.1132259599235,65962,130746,315978,520180,751688,1116617,1720367,2423256,3581248,4731294
34,570.7264872600063,1090.261032560058,1309.695639520005,1356.7561256399968,1643.7274053000056,1766.3756936200098,1588.1106792999617,2256.4025313399743,1760.4097070599892,1913.7387430999752,72574,144020,357706,528615,849120,1291295,1820849,2632897,3986123,5227777
35,970.5734771799935,635.9754019800321,1100.925510439998,1312.5011038800058,1044.8915544399897,1361.7391552999634,1967.5458295800127,1719.2391003599769,2040.7090108600132,1549.9988034799735,79080,156898,357007,584003,901993,1371635,1991932,2864810,4243202,5576470
36,972.1243597599596,1014.3452705600339,1108.7454587799184,1510.072686660038,1353.7141513199713,1853.2933757399587,1870.0981516600114,1853.0487005599298,2007.4465947000626,2067.607090259995,72167,145949,348908,567800,851422,1308167,2054696,2887767,4210904,5604059
37,648.8284644600526,1086.5840320199695,1255.7582123600369,1388.1652499399788,1445.674466740049,1718.6475455800482,1869.7725896600095,1928.5262897999855,1698.4143173000339,1953.0028797400719,85075,164951,384624,604072,941938,1418259,2101652,2936075,4461529,5841685
38,798.4992590599213,889.9823567600115,1287.178779259948,1137.44269102004,1000.5237264999796,1188.3698202000596,1949.3554353999934,2389.768186799989,1938.5442079000113,1498.1460345799696,68590,134914,339079,558022,828183,1287482,1889409,2633050,3842614,4921397
39,919.6888728600088,637.1601024599895,955.85874615999,1137.0497949600103,1383.8541254799165,1534.6371129400504,1920.26753773997,2001.7291608799824,1969.661041539981,2015.1713975400744,69765,147517,312695,471890,699562,1008328,1482304,2079277,3117824,3973698
40,899.0910762600051,1016.7959958000338,1294.4863623999663,1434.510010159982,1474.0773320600238,1583.795070279939,1911.0655065600458,1882.066111899976,1799.666454460028,2045.0778918999604,76471,157572,355671,550243,768420,1146953,1731111,2409306,3693456,4889375
41,591.9848968599454,1024.9094619999978,1383.8113496400165,1420.1565804199436,1334.3528733400744,1283.5977644999766,1626.388121519969,1483.6996272399992,1969.5032876200348,1516.9633387200356,70579,131272,318081,487720,749580,1089134,1677009,2322876,3505489,4547646
42,938.2824930799779,603.0019956199121,922.7108384200219,1157.2262710800205,1221.8867296399949,1515.4767360200003,2131.024052580038,1837.7284328599671,1816.169122839985,1992.441229300035,74186,151413,363806,579816,817360,1283689,1857625,2660620,3921243,5130777
43,918.3530189599305,923.5594818000036,1323.254262260025,1349.9950863600334,1430.5097348799627,1523.4395968400113,1849.6415463800022,1949.4678814200324,1660.4558985199474,1964.6393830800644,64148,127576,295457,431867,632154,929546,1381826,1954720,3001391,4047542
44,550.1666345799968,944.6568665000841,1227.975944440017,1318.1573758400464,1484.900737519998,1515.677197359977,1598.82117518005,1831.5524687400066,2134.619821339924,1600.6107193199787,74341,146370,321898,510900,758613,1115991,1701299,2475509,3701034,4779460
45,0.0,15825150.059394183,1401.6493426000652,1002.6188027799926,1410.5252743199908,0.0,1987.2516007800095,1693.644830600022,16335196.940167185,0.0,80555,159338,388284,607517,915101,1423392,2158626,2967004,4290465,5708127
