time,150,300,750,1200,1850,2850,4300,6000,9000,12000,size_150,size_300,size_750,size_1200,size_1850,size_2850,size_4300,size_6000,size_9000,size_12000
1,1468.0816579999755,6424.431467659968,3019.0582271600015,5973.568648379965,6866.369598680065,6871.548976459982,5295.984333780054,5309.0464051400395,6573.949091580096,7950.296488440064,50802,80394,157400,218605,292974,379583,481915,569465,684314,771361
2,1427.4699665000553,1338.511824180012,1574.496167220006,2499.6123407599443,2016.4927930000413,1843.6695105799463,2628.0558022799705,2471.843616199949,3536.5783005601206,2068.3717493800323,83666,159379,382175,569244,829112,1299561,1785698,2557685,3877103,5018396
3,1105.5446837600084,1209.6568074199713,1278.752469819905,1660.7633341199853,1687.7186220599779,2021.3311425400716,2062.915412600005,3186.356887820013,1700.6892308999813,2209.1423975999987,72518,146534,355338,559043,842809,1225613,1936955,2655023,3956721,5392692
4,1117.5952992999664,1233.848920059978,1341.7814795799623,1408.890704419975,1540.5466684000112,2058.63946371999,1810.3150635000384,2119.6750199999915,2181.3727155200013,2047.1633434600317,70838,140014,354912,551034,838531,1278002,1894321,2650803,3950220,5320532
5,849.5975933000354,828.5029950000107,1269.9141713000135,1198.3347825599558,1088.7162865999726,1312.2446993800768,1869.7171523800152,1983.9485021399869,2161.1980946600106,1779.7582760400292,79780,161195,366927,570187,770415,1173675,1687142,2365207,3491605,4645281
6,982.1419848399801,1182.8133692800366,942.2959186799735,1336.6245738200178,1458.2160025800767,1661.774702900002,1921.2424622400013,2215.3236410400295,1672.0449541599828,1999.5493394800415,65698,125328,309022,479015,733868,1115511,1640603,2306871,3505006,4580818
7,2078.0921067599847,1147.997670219902,1277.6684937799655,1353.8517894400175,1464.7663634199798,1724.786452339984,1918.5485761999807,1895.0406761999511,1953.1394346200414,2054.106384379991,67777,145013,313747,495546,750825,1121836,1689928,2397237,3586481,4603237
8,754.147824339946,917.4825391799686,1250.6759946800012,1591.5027365600417,1136.2166200599877,1346.7370225400373,1549.0799344600327,1706.6026840599588,2314.532143020031,1576.700362720012,76235,143488,307660,435218,660608,971374,1501579,2146414,3335633,4412178
9,1149.1858437399587,751.6531367600219,1093.8931634199307,1116.2523927800212,1486.178874800038,1732.3689075600232,2019.7719980200436,2104.2369487601063,1867.4818224999472,2328.154701500007,78040,151667,337189,524866,790122,1205809,1775773,2496397,3787510,5181869
10,1348.973759400007,963.9667079199626,1541.6068921799906,1465.4994657000898,1489.9304757599857,1752.6111119200195,2000.077735319992,1783.4008195800561,2000.008260060018,2025.3063113400494,76333,149614,354796,549406,861960,1320143,1923056,2701407,4162765,5621242
11,496.3261071199613,1017.5396830200152,1332.246182359977,1446.6755867399897,1435.3664639799335,1666.8286380599839,1519.6750040600073,1438.9199673800013,2200.5314948799514,1529.127207599995,65654,131898,300535,459611,624726,935065,1372295,1948213,2973288,4019878
12,3704.358663560077,546.5570471000119,1074.1757044999758,945.9857251800477,1166.3496376800758,1373.43476343994,1912.6481066400102,1787.2372803000726,1783.8718467999533,1955.9377928199629,78592,156163,324853,484247,722061,1122877,1602416,2256790,3401617,4544260
