,Efficiency_Avg,Efficiency_X,Efficiency_G,QoE,Bitrate,Throughput,Buffer_Size,VMAF,Rebuffer_Time,Rebuffer_Count,Smoothness_Change,Data,Energy_Avg,Energy_G,Energy_X
0,5.346844245869338,6.248908667169399,4.444779824569276,130.63360059379144,58866.666666666664,63.84399686238203,1138.5975887223224,2425.870740704861,3.206045974786242,1.0,14.333333333333334,24961186.333333332,26775.80002047187,30052.503983625153,23499.096057318588
1,0.347667117524087,0.31868640235849105,0.37664783268968294,17.597800623336443,25500.0,40.00444954684328,634.9882511731947,1321.7908071701388,21.897939533444813,2.3333333333333335,14.333333333333334,11302877.666666666,51379.96357950347,47939.20124868201,54820.72591032493
2,5.366761435471035,6.132096957514951,4.601425913427119,144.90443952268387,71750.0,76.43382159882917,1523.2922512929044,2547.4680567291666,4.707913121986253,1.0,11.333333333333334,29980885.333333332,28441.492553672695,31624.06169482236,25258.923412523032
3,2.487950314226157,2.4757317291335057,2.5001688993188096,113.68123341723579,81566.66666666667,75.9573870715504,656.6250547823732,2499.2230434895832,17.119151622048744,3.0,14.666666666666666,33631959.666666664,48921.367609476176,47714.63012116406,50128.10509778828
4,6.721693248077524,8.057331146533263,5.386055349621782,197.8929807534871,170300.0,185.13284272739648,1359.8996573902396,3144.1470820208337,0.7773600818188969,1.0,11.666666666666666,68440962.66666667,30752.988415219268,36590.42692342136,24915.54990701718
5,5.009965573680595,5.9236193523221345,4.096311795039054,112.12723510215226,37050.0,41.58355019997143,882.2879818883749,2063.023730222222,1.5177104964935246,1.0,10.666666666666666,16109569.666666666,23672.296960115127,27669.3367583731,19675.257161857156
6,4.0194139518799235,4.695469797392152,3.343358106367693,94.56271371589561,35616.666666666664,37.90807794756514,1063.509103151233,1900.3699285104165,2.828277126618248,1.0,12.333333333333334,15679520.0,25310.527859589245,28486.62098707908,22134.434732099402
7,7.026633316173289,8.465473803968875,5.587792828377704,183.3984023641509,109216.66666666667,99.53812790123031,672.5390218420699,2967.0368444374994,0.8218812415654521,1.0,11.333333333333334,44829190.666666664,27405.50867842077,32706.194752027717,22104.822604813828
8,2.194730023605606,2.635599110538768,1.7538609366724442,47.46887680564655,26850.0,28.797419979363653,731.9042592802725,1576.32162815625,1.5182436641880745,1.0,21.333333333333332,11905537.666666666,22770.18509386893,27403.545643587877,18136.82454414999
9,3.1556737283278373,3.5532831590118312,2.758064297643843,86.57840599650774,49300.0,57.0738357946042,1234.9233661553994,2033.8984259687502,6.633254390963022,1.6666666666666667,17.333333333333332,21255771.0,30481.40432573674,32481.213162223128,28481.59548925036
