,Efficiency_Avg,Efficiency_X,Efficiency_G,QoE,Bitrate,Throughput,Buffer_Size,VMAF,Rebuffer_Time,Rebuffer_Count,Smoothness_Change,Data,Energy_Avg,Energy_G,Energy_X
3g_report.2010-09-14_2303CEST,4.412160961000791,5.491815413781511,3.332506508220071,104.36966186623802,56300,69.69021358851585,1521.9280892159138,2078.0761179166666,1.2260795484241884,0,15.0,24545146.0,25161.625040310108,31318.667078007606,19004.583002612606
3g_report.2010-09-21_1735CEST,2.6640125450482657,3.3902289542124153,1.937796135884116,56.977624187139114,25650,39.66284056681493,1088.3148602156825,1096.7004741666667,0.3499093475012453,0,6.0,11540704.0,23104.86779286204,29403.31190264407,16806.42368308001
3g_report.2010-09-28_1003CEST,4.872750920582546,6.06367490948901,3.6818269316760817,116.1874538498152,66600,78.40830155445231,1764.6997274325158,2155.56462875,1.296476454293629,0,13.0,28619820.0,25359.11932014166,31557.011235431175,19161.22740485215
3g_report.2010-09-28_1407CEST,5.256217144078333,6.539414513844925,3.97301977431174,124.4499254779607,69300,88.01959214252469,1970.2083639680718,2136.5450821874997,0.39479493435575697,0,10.0,29712503.0,25177.253104950727,31323.76191093073,19030.744298970723
3g_report.2010-09-30_1114CEST,6.081032807920861,7.702533158720405,4.459532457121319,138.75926457277416,83400,172.4093222110222,2122.7546122430076,2375.6292985416662,0.19953235981823797,0,11.0,35178967.0,24564.98086495485,31115.204543739306,18014.757186170395
3g_report.2010-10-22_1458CEST,4.041229056411902,5.042495538932092,3.0399625738917124,91.81343314768733,36900,40.154530336199635,988.1239303618111,1615.4408911458336,0.5380367406739547,0,8.0,16418001.0,24205.0472344279,30202.159045053377,18207.935423802424
3g_report.2010-11-04_0957CET,3.9805107689664467,4.979300014351244,2.98172152358165,90.89972482917693,36600,37.36115492359224,963.9530674458823,1607.4230059375,0.5650411743644826,0,7.0,16432517.0,24370.587405697355,30485.65203365739,18255.522777737326
3g_report.2010-11-10_1424CET,5.457900872952391,6.804367873820391,4.11143387208439,128.93103919961322,72600,101.01001487324305,2082.1208854812626,2165.840721770833,0.28848261003385656,0,9.0,31053040.0,25153.708976705395,31359.142141388387,18948.275812022403
3g_report.2010-11-16_1857CET,2.2203278014357446,2.8578581110499677,1.582797491821522,45.670822337922274,24150,28.375646533567835,1175.8842768361703,922.3915723958334,0.5717313974591652,0,6.0,10663294.0,22417.641110678534,28854.49501525503,15980.78720610204
3g_report.2010-11-23_1606CET,3.725391806248349,4.6692359052879535,2.781547707208745,82.95344231846764,44300,55.29634665067512,1362.1338558820253,1582.3199565624998,0.5439981733074554,0,10.0,19523492.0,23794.36055420615,29822.764536262646,17765.956572149647
3g_report.2010-12-09_1222CET,2.3544252725424455,3.0021147309559653,1.7067358141289255,51.04088700776991,30750,39.603534142709854,1136.954418495578,1246.8551863541666,0.23165059049609132,0,14.0,13697349.0,23453.601221419325,29905.558074797813,17001.644368040834
3g_report.2010-12-09_1244CET,4.237470744226984,5.261035108118857,3.213906380335111,97.07605904676741,38400,44.51655281120252,1189.4970338474848,1668.5468207291667,0.25208620908667484,0,7.0,17111300.0,24328.449323635617,30205.00523622763,18451.893411043606
3g_report.2010-12-09_1334CET,4.250602074099606,5.312473722370829,3.1887304258283837,98.94183823031051,45450,57.27898811386262,1145.4444642017302,1865.6501537499998,1.277490905177053,0,10.0,20051343.0,24826.51865448036,31028.599165640328,18624.43814332039
3g_report.2010-12-21_1200CET,2.5337331672632595,3.246923011821254,1.820543322705265,52.97855914484341,25800,35.910402143650174,1280.7116644978782,1067.363975104167,0.25355225792676417,0,8.0,11715634.0,22708.477089432105,29100.411115797608,16316.543063066603
3g_report.2010-12-22_0800CET,4.309011612114713,5.384169809106049,3.2338534151233764,98.77642096461699,39750,43.568394992813744,1034.573073035876,1758.5949633333332,0.4289447926504679,0,9.0,17699284.0,24445.103015043693,30544.495462497183,18345.710567590206
3g_report.2011-01-29_1800CET,5.360754942415901,6.7398794826335955,3.981630402198206,125.58208289604268,78450,120.18889173233462,2045.453685423881,2339.3844653124997,7.268656844771841,0,11.0,33325966.0,25086.528184476934,31540.366686649384,18632.689682304484
3g_report.2011-01-31_1830CET,5.357696953041165,6.713865159475774,4.001528746606555,126.05401218152127,76500,113.96229077477265,2032.5858383949326,2257.7086624999997,0.2575866815232353,0,13.0,32522233.0,25138.320709730844,31501.463606482837,18775.17781297885
3g_report.2011-01-31_2356CET,-0.12750216730049235,-0.11307602083492216,-0.14192831376606257,-9.324965473223454,24000,30.728368533500664,1142.5083171634035,943.5624230208333,39.87471582450301,5,4.0,10832504.0,74084.1392384118,65701.93942128839,82466.33905553521
3g_report.2011-02-01_0629CET,5.68861228331372,7.166987831358425,4.210236735269015,131.74053470089933,77400,123.84475497621865,2058.2131414429023,2291.196369270833,0.27175540824270444,0,11.0,32900843.0,24836.052727031667,31290.529009286623,18381.576444776707
3g_report.2011-02-01_0740CET,5.116488794991069,6.306910686990455,3.926066902991683,120.55205481933402,69450,89.76665118743168,1982.9627181656754,2058.8479154166666,1.7511710526315787,0,9.0,29784696.0,24909.916272188435,30705.55285939543,19114.279684981444
3g_report.2011-02-01_0840CET,5.508211101234506,6.932357285635483,4.084064916833529,125.5437617449875,73800,111.16697241717539,2115.1209901572593,2134.9322517708333,0.9139304401354262,0,9.0,31572871.0,24424.863167921103,30739.9035768326,18109.822759009603
3g_report.2011-02-02_1251CET,4.022958994104518,4.993796810866775,3.052121177342261,92.53053442437243,38850,44.886819913224606,1233.379389230926,1666.924609895833,0.2632931944256528,0,9.0,17372244.0,24422.945279569503,30316.795778386026,18529.09478075298
3g_report.2011-02-10_1611CET,4.708064980036226,5.848331914498633,3.567798045573818,115.7951755760098,66450,90.34547285085029,1694.2175075351508,2118.5843432291667,0.2934762054837693,0,13.0,28955922.0,26127.667350844586,32455.64185441056,19799.69284727861
