Bitrate,FileSize,Quality,Motion,Time,PixelRate
150,19775,0.0,9.59047166666667,48.0,57600
150,14896,0.0,10.374413333333333,49.0,57600
150,20525,0.0,8.887860000000002,50.0,57600
150,13705,0.0,5.697792916666665,51.0,57600
150,20723,0.18854375,7.291254583333332,52.0,57600
150,14829,0.0,4.262427916666667,53.0,57600
150,19634,0.0,2.329466666666667,54.0,57600
150,15980,8.184432083333332,6.4734766666666665,55.0,57600
150,18797,18.201999583333336,3.3288499999999988,56.0,57600
150,15408,7.231176249999997,4.8468229166666665,57.0,57600
150,25090,13.377225,7.852481250000001,58.0,57600
150,11362,16.179080833333334,4.144772916666667,59.0,57600
150,19627,26.07195708333333,1.1599000000000002,60.0,57600
150,11066,29.19858541666667,1.2532716666666666,61.0,57600
150,25397,34.03361041666666,0.9587895833333334,62.0,57600
150,10965,38.14209666666667,3.902109166666666,63.0,57600
150,16010,0.0,0.05724291666666668,64.0,57600
150,13391,0.08159708333333332,0.05464541666666667,65.0,57600
150,14765,0.42055249999999994,0.045285,66.0,57600
150,13353,1.9620895833333336,0.03750749999999999,67.0,57600
150,20141,4.54358,3.0918233333333327,68.0,57600
150,14817,0.0,1.6418549999999996,69.0,57600
150,21053,0.0,1.5750204166666668,70.0,57600
150,14473,0.0,1.5257370833333337,71.0,57600
150,18364,0.0,1.48731125,72.0,57600
150,18336,0.0,5.501123750000001,73.0,57600
150,22761,0.0,3.6709116666666666,74.0,57600
150,15524,0.0,4.7312329166666665,75.0,57600
150,21994,0.0,3.7786433333333327,76.0,57600
150,16027,0.0,5.157697500000001,77.0,57600
150,22181,0.0,6.441497916666666,78.0,57600
150,9974,0.0,2.9879812500000007,79.0,57600
150,18441,1.0655387499999998,3.3233874999999995,80.0,57600
150,16486,0.018082499999999998,3.9954133333333335,81.0,57600
150,20043,0.0,1.8144583333333333,82.0,57600
150,15710,1.2063404166666667,5.539397916666666,83.0,57600
150,18265,9.780230416666663,4.588969166666668,84.0,57600
150,24611,27.775834166666666,11.034921666666667,85.0,57600
150,15929,0.9956104166666668,6.487972916666666,86.0,57600
150,22325,0.0,8.776983333333334,87.0,57600
150,17816,0.0,6.4590283333333325,88.0,57600
150,20587,0.0,5.980225416666666,89.0,57600
150,13472,0.0,3.17995125,90.0,57600
150,13693,15.9790475,3.7474925000000003,91.0,57600
150,17003,30.44147666666667,2.1032212500000003,92.0,57600
150,14697,11.337856250000002,1.9427179166666664,93.0,57600
150,21069,6.630844166666668,3.514303333333334,94.0,57600
150,14334,0.0,2.418895416666667,95.0,57600
150,17982,0.0,2.311642499999999,96.0,57600
150,17521,0.05941875,3.815663333333333,97.0,57600
150,21939,0.8438700000000002,1.863805,98.0,57600
150,16247,1.0591499999999998,2.28537375,99.0,57600
150,20749,1.59140875,1.52314375,100.0,57600
150,14797,0.0,3.4923704166666667,101.0,57600
150,20053,0.0,2.3960891666666666,102.0,57600
150,15945,0.0,2.2265666666666664,103.0,57600
150,19048,0.0,3.274079166666666,104.0,57600
150,24952,0.0,5.047864166666666,105.0,57600
150,20304,0.0,3.74147125,106.0,57600
150,13625,0.0,3.25917875,107.0,57600
150,22845,0.0,3.223779166666666,108.0,57600
150,13838,0.0,3.0117541666666665,109.0,57600
150,21674,0.0,3.9696691666666655,110.0,57600
150,16321,0.0,3.7529079166666666,111.0,57600
150,20347,0.0,4.220742083333334,112.0,57600
150,17396,0.0,5.829133333333334,113.0,57600
150,21538,0.0,6.857218750000001,114.0,57600
150,16300,0.020438333333333333,6.46722875,115.0,57600
150,18174,0.11045916666666666,1.3191154166666663,116.0,57600
150,11417,0.0,1.6471020833333336,117.0,57600
150,16005,0.3837858333333333,3.5533129166666675,118.0,57600
150,19886,0.02947666666666666,2.577770416666667,119.0,57600
150,26513,0.2757779166666667,4.120923749999998,120.0,57600
150,15128,0.2427170833333333,5.6824154166666645,121.0,57600
150,20145,2.8854795833333338,5.314229583333334,122.0,57600
150,18883,4.801317083333335,6.66024375,123.0,57600
150,21302,13.419129999999996,8.492645416666667,124.0,57600
150,13449,3.9741175000000006,5.138737916666668,125.0,57600
150,18977,8.457732083333333,5.0376666666666665,126.0,57600
150,14965,1.0547945833333334,4.1790949999999984,127.0,57600
150,20253,5.1260062500000005,3.7941404166666666,128.0,57600
150,15272,1.4853999999999996,3.193250833333334,129.0,57600
150,23716,5.254970416666667,3.4076608333333334,130.0,57600
150,10811,0.07574375,1.5923120833333329,131.0,57600
150,22091,3.75502375,1.403095416666667,132.0,57600
150,13588,0.4939279166666666,3.029945,133.0,57600
150,19253,0.0,1.3007670833333334,134.0,57600
150,10234,0.0,1.0781275,135.0,57600
150,20345,0.0,1.1052566666666668,136.0,57600
150,11606,0.0,1.0982329166666671,137.0,57600
150,15580,0.0,3.246506666666667,138.0,57600
150,22675,0.0,2.078992083333333,139.0,57600
150,22898,0.0,1.9129979166666669,140.0,57600
150,13923,0.0,2.3313275,141.0,57600
150,21495,2.9285125,3.7198208333333334,142.0,57600
150,15471,4.71992375,2.4793595833333337,143.0,57600
150,25838,24.56391375,6.132673750000001,144.0,57600
150,11253,1.0656174999999999,2.48098125,145.0,57600
150,22449,4.403840416666667,3.163965416666666,146.0,57600
150,11911,1.5959070833333335,2.3338016666666666,147.0,57600
150,18775,1.8834191666666669,2.07442375,148.0,57600
150,18436,1.093082916666667,3.11578125,149.0,57600
150,21050,2.0308104166666667,2.0984350000000003,150.0,57600
150,16169,1.7173658333333333,3.66473875,151.0,57600
150,23672,0.0,5.392899166666666,152.0,57600
150,11272,0.0,5.414055833333332,153.0,57600
150,22002,0.0,4.965923749999999,154.0,57600
150,12877,0.0,4.395502499999999,155.0,57600
150,21313,0.0,3.4484866666666663,156.0,57600
150,17452,0.0,4.592252916666666,157.0,57600
150,21326,7.043767916666668,9.86138,158.0,57600
150,13433,23.396920833333336,14.510911666666665,159.0,57600
150,19987,19.37027875,14.598579166666665,160.0,57600
150,17796,11.621339999999998,13.508813333333334,161.0,57600
150,20319,2.12645625,9.349862083333333,162.0,57600
150,16035,1.8153166666666667,8.540554583333334,163.0,57600
150,20413,2.481730833333333,8.18295041666667,164.0,57600
150,15666,0.11539125,9.158253333333333,165.0,57600
150,22747,0.4739741666666668,8.565081666666664,166.0,57600
150,12751,0.0,6.874027083333334,167.0,57600
150,20597,0.0,3.711467083333333,168.0,57600
150,12367,0.0,3.5535979166666665,169.0,57600
150,21365,0.0,4.579236249999999,170.0,57600
150,14227,0.13699999999999998,3.6706962500000007,171.0,57600
150,17947,1.90809625,1.4654399999999999,172.0,57600
150,14197,9.791994166666667,7.317240833333333,173.0,57600
150,23175,12.951334166666667,11.183222083333336,174.0,57600
150,13082,9.912050833333332,12.006477083333335,175.0,57600
150,25169,2.200975,6.209848749999999,176.0,57600
150,9965,0.0,2.6162408333333342,177.0,57600
150,26085,0.17687291666666666,4.8874049999999984,178.0,57600
150,15005,1.1535191666666669,6.040742916666669,179.0,57600
300,7372,53.28451583333334,0.03266875,0.0,57600
300,668,0.0,0.0,1.0,57600
300,6333,0.0,0.0,2.0,57600
300,897,86.07532458333333,0.03266875,3.0,57600
300,8339,24.5929375,0.067865,4.0,57600
300,635,0.0,0.0,5.0,57600
300,7946,8.198396666666666,0.067865,6.0,57600
300,8986,90.18155624999996,2.503155833333333,7.0,57600
300,45012,0.0,3.66523625,8.0,57600
300,35307,1.4566079166666668,8.669228333333333,9.0,57600
300,43162,9.556101250000003,14.890849583333333,10.0,57600
300,35015,10.034526666666668,15.352540833333334,11.0,57600
300,35517,3.9058337500000007,13.339497083333333,12.0,57600
300,36352,0.0,8.29674666666667,13.0,57600
300,40801,0.0,7.75905375,14.0,57600
300,30164,7.209383333333334,6.083812916666665,15.0,57600
300,34736,39.81540833333333,4.833935833333332,16.0,57600
300,29360,22.72038,8.30102125,17.0,57600
300,39307,0.0,2.3196245833333333,18.0,57600
300,21949,0.0,2.3733866666666668,19.0,57600
300,41215,0.0,2.36364125,20.0,57600
300,24651,0.0,2.7087708333333333,21.0,57600
300,42172,0.0,2.610407083333333,22.0,57600
300,23005,0.0,2.744335833333333,23.0,57600
300,51711,0.0,4.295660000000002,24.0,57600
300,35313,0.0,1.6993370833333332,25.0,57600
300,38986,0.0,1.9702537500000004,26.0,57600
300,33509,0.0,2.1649395833333336,27.0,57600
300,39644,0.0,2.497784583333333,28.0,57600
300,27274,0.0,2.610744583333334,29.0,57600
300,49709,0.0,3.0349133333333325,30.0,57600
300,29079,0.0,2.8364675,31.0,57600
300,47306,0.0,3.02068,32.0,57600
300,21309,0.0,2.065781666666666,33.0,57600
300,46747,0.0,2.0248854166666668,34.0,57600
300,27069,0.0,1.4336083333333332,35.0,57600
300,45029,0.0,1.7110441666666667,36.0,57600
300,27976,0.0,2.712565000000001,37.0,57600
300,44373,0.0,2.7968491666666666,38.0,57600
300,41731,0.0,6.598969583333332,39.0,57600
300,37740,0.0,4.866329583333333,40.0,57600
300,32254,0.0,3.8734808333333337,41.0,57600
300,38272,0.0,2.01500875,42.0,57600
300,27209,0.0,2.00938375,43.0,57600
300,39586,0.0,4.822041249999999,44.0,57600
300,29088,0.0,4.5492629166666685,45.0,57600
300,46439,21.169794166666666,20.146844166666668,46.0,57600
300,31354,9.502397083333333,19.881546250000003,47.0,57600
300,40336,0.0,9.59047166666667,48.0,57600
300,29896,0.0,10.374413333333333,49.0,57600
300,39686,1.9278458333333328,8.887860000000002,50.0,57600
300,28270,2.24537,5.697792916666665,51.0,57600
300,41494,2.413775,7.291254583333332,52.0,57600
300,32644,0.0,4.262427916666667,53.0,57600
300,39377,0.0,2.329466666666667,54.0,57600
300,31799,12.657089166666665,6.4734766666666665,55.0,57600
300,36939,30.584097083333337,3.3288499999999988,56.0,57600
300,31198,20.783007916666666,4.8468229166666665,57.0,57600
300,49634,24.45360375,7.852481250000001,58.0,57600
300,23279,30.17126708333333,4.144772916666667,59.0,57600
300,38738,36.18627125,1.1599000000000002,60.0,57600
300,23051,38.45474416666667,1.2532716666666666,61.0,57600
300,52514,41.00786250000001,0.9587895833333334,62.0,57600
300,23388,41.60557541666667,3.902109166666666,63.0,57600
300,20791,0.0,0.05724291666666668,64.0,57600
300,17895,0.07750583333333334,0.05464541666666667,65.0,57600
300,20563,0.4458220833333333,0.045285,66.0,57600
300,16887,1.99439875,0.03750749999999999,67.0,57600
300,33600,4.620539166666666,3.0918233333333327,68.0,57600
300,30667,0.0,1.6418549999999996,69.0,57600
300,42440,0.0,1.5750204166666668,70.0,57600
300,29423,0.0,1.5257370833333337,71.0,57600
300,34337,0.0,1.48731125,72.0,57600
300,45563,0.0,5.501123750000001,73.0,57600
300,40747,0.0,3.6709116666666666,74.0,57600
300,32970,0.0,4.7312329166666665,75.0,57600
300,39979,0.0,3.7786433333333327,76.0,57600
300,31767,0.0,5.157697500000001,77.0,57600
300,43231,0.0,6.441497916666666,78.0,57600
300,20711,0.1910325,2.9879812500000007,79.0,57600
300,34813,5.0294533333333336,3.3233874999999995,80.0,57600
300,35600,1.0650158333333333,3.9954133333333335,81.0,57600
300,41051,0.0748375,1.8144583333333333,82.0,57600
300,32148,2.4705929166666665,5.539397916666666,83.0,57600
300,38493,15.949893333333335,4.588969166666668,84.0,57600
300,46569,38.06553541666667,11.034921666666667,85.0,57600
300,32310,1.5191695833333334,6.487972916666666,86.0,57600
300,45986,0.3908633333333333,8.776983333333334,87.0,57600
300,35430,0.0,6.4590283333333325,88.0,57600
300,42834,0.0,5.980225416666666,89.0,57600
300,25971,0.0,3.17995125,90.0,57600
300,25490,19.781032083333336,3.7474925000000003,91.0,57600
300,32029,36.24496041666666,2.1032212500000003,92.0,57600
300,29611,19.886562916666666,1.9427179166666664,93.0,57600
300,40406,8.687867916666667,3.514303333333334,94.0,57600
300,33755,0.0,2.418895416666667,95.0,57600
300,35662,0.0,2.311642499999999,96.0,57600
300,39813,4.366945416666666,3.815663333333333,97.0,57600
300,42652,5.464309166666666,1.863805,98.0,57600
300,31958,6.461334583333336,2.28537375,99.0,57600
300,39307,7.507419583333334,1.52314375,100.0,57600
300,33785,2.0422066666666665,3.4923704166666667,101.0,57600
300,41501,0.0,2.3960891666666666,102.0,57600
300,32650,0.0,2.2265666666666664,103.0,57600
300,35677,0.0,3.274079166666666,104.0,57600
300,49460,0.0,5.047864166666666,105.0,57600
300,39272,0.0,3.74147125,106.0,57600
300,30261,0.0,3.25917875,107.0,57600
300,45103,0.0,3.223779166666666,108.0,57600
300,29168,0.0,3.0117541666666665,109.0,57600
300,42440,0.0,3.9696691666666655,110.0,57600
300,32655,0.0,3.7529079166666666,111.0,57600
300,38184,0.0,4.220742083333334,112.0,57600
300,36118,0.0,5.829133333333334,113.0,57600
300,43506,0.0,6.857218750000001,114.0,57600
300,31220,0.41746125,6.46722875,115.0,57600
300,34641,1.0949175,1.3191154166666663,116.0,57600
300,24031,1.4820975,1.6471020833333336,117.0,57600
300,30370,2.3314266666666668,3.5533129166666675,118.0,57600
300,45225,6.9845675000000025,2.577770416666667,119.0,57600
300,49596,5.149908333333333,4.120923749999998,120.0,57600
300,31213,5.046088750000001,5.6824154166666645,121.0,57600
300,37053,10.371035833333332,5.314229583333334,122.0,57600
300,37297,15.374775416666665,6.66024375,123.0,57600
300,43369,22.60669208333334,8.492645416666667,124.0,57600
300,28466,12.022523333333332,5.138737916666668,125.0,57600
300,36622,15.78322791666667,5.0376666666666665,126.0,57600
300,31133,6.593322083333334,4.1790949999999984,127.0,57600
300,40211,11.296601249999995,3.7941404166666666,128.0,57600
300,30751,9.10668375,3.193250833333334,129.0,57600
300,46747,11.546347916666667,3.4076608333333334,130.0,57600
300,23266,5.823060833333333,1.5923120833333329,131.0,57600
300,41963,8.110772500000001,1.403095416666667,132.0,57600
300,26788,4.903375,3.029945,133.0,57600
300,37093,0.0,1.3007670833333334,134.0,57600
300,22753,0.0,1.0781275,135.0,57600
300,38728,0.0,1.1052566666666668,136.0,57600
300,25287,0.0,1.0982329166666671,137.0,57600
300,30575,0.0,3.246506666666667,138.0,57600
300,45730,0.41607333333333335,2.078992083333333,139.0,57600
300,44815,0.45630625,1.9129979166666669,140.0,57600
300,29353,0.13735416666666667,2.3313275,141.0,57600
300,41205,7.637763333333332,3.7198208333333334,142.0,57600
300,30362,11.658314166666665,2.4793595833333337,143.0,57600
300,53693,30.79747625,6.132673750000001,144.0,57600
300,20968,6.535457916666667,2.48098125,145.0,57600
300,43800,12.509295416666667,3.163965416666666,146.0,57600
300,26232,7.646750416666667,2.3338016666666666,147.0,57600
300,37519,7.532603749999999,2.07442375,148.0,57600
300,39857,8.643903333333332,3.11578125,149.0,57600
300,40702,8.93914,2.0984350000000003,150.0,57600
300,35305,8.837980833333337,3.66473875,151.0,57600
300,44332,0.0,5.392899166666666,152.0,57600
300,25006,0.0,5.414055833333332,153.0,57600
300,47319,0.0,4.965923749999999,154.0,57600
300,27536,0.0,4.395502499999999,155.0,57600
300,39206,0.0,3.4484866666666663,156.0,57600
300,36152,0.14642791666666666,4.592252916666666,157.0,57600
300,45274,11.827403750000002,9.86138,158.0,57600
300,27111,32.91554291666666,14.510911666666665,159.0,57600
300,41232,27.5703525,14.598579166666665,160.0,57600
300,33646,21.096600833333333,13.508813333333334,161.0,57600
300,41992,7.763915416666667,9.349862083333333,162.0,57600
300,32919,8.53561125,8.540554583333334,163.0,57600
300,40061,9.31341666666667,8.18295041666667,164.0,57600
300,33248,3.467482083333333,9.158253333333333,165.0,57600
300,46113,2.53749875,8.565081666666664,166.0,57600
300,26861,0.3052883333333333,6.874027083333334,167.0,57600
300,39272,0.01576708333333333,3.711467083333333,168.0,57600
300,26134,0.0,3.5535979166666665,169.0,57600
300,41256,0.0,4.579236249999999,170.0,57600
300,29711,2.830208333333333,3.6706962500000007,171.0,57600
300,32721,4.005694166666666,1.4654399999999999,172.0,57600
300,30449,13.89714625,7.317240833333333,173.0,57600
300,44030,18.46218375,11.183222083333336,174.0,57600
300,27358,16.067732083333333,12.006477083333335,175.0,57600
300,47385,2.97379875,6.209848749999999,176.0,57600
300,21489,0.045822083333333326,2.6162408333333342,177.0,57600
300,48760,2.340638333333333,4.8874049999999984,178.0,57600
300,30803,6.396072916666667,6.040742916666669,179.0,57600
750,13103,81.35160833333332,0.03266875,0.0,230400
750,1202,60.95644291666668,0.0,1.0,230400
750,12420,60.95547000000003,0.0,2.0,230400
750,1161,93.86697666666667,0.03266875,3.0,230400
750,17673,51.19688124999999,0.067865,4.0,230400
750,804,35.41067291666665,0.0,5.0,230400
750,17310,40.64886791666667,0.067865,6.0,230400
750,18432,92.74977333333334,2.503155833333333,7.0,230400
750,88891,40.72792958333333,3.66523625,8.0,230400
750,87215,48.47236458333333,8.669228333333333,9.0,230400
750,127507,58.92904666666667,14.890849583333333,10.0,230400
750,83943,62.91365749999999,15.352540833333334,11.0,230400
750,82176,46.31269791666666,13.339497083333333,12.0,230400
750,78081,31.38216583333333,8.29674666666667,13.0,230400
750,117917,36.371515,7.75905375,14.0,230400
750,77652,39.67427333333333,6.083812916666665,15.0,230400
750,79292,61.02912541666666,4.833935833333332,16.0,230400
750,64800,50.80073041666668,8.30102125,17.0,230400
750,76594,44.37101249999999,2.3196245833333333,18.0,230400
750,54586,43.34177249999999,2.3733866666666668,19.0,230400
750,100309,44.77350583333334,2.36364125,20.0,230400
750,56937,42.675522916666665,2.7087708333333333,21.0,230400
750,92917,45.302522083333336,2.610407083333333,22.0,230400
750,60750,42.72151833333333,2.744335833333333,23.0,230400
750,109070,61.93926875,4.295660000000002,24.0,230400
750,56802,58.11147416666666,1.6993370833333332,25.0,230400
750,114791,60.93477666666666,1.9702537500000004,26.0,230400
750,63120,59.26681375,2.1649395833333336,27.0,230400
750,115116,57.84367208333334,2.497784583333333,28.0,230400
750,61768,50.65377791666666,2.610744583333334,29.0,230400
750,126647,56.54793708333332,3.0349133333333325,30.0,230400
750,59002,54.86874750000001,2.8364675,31.0,230400
750,116119,59.60472208333332,3.02068,32.0,230400
750,52108,56.10821875,2.065781666666666,33.0,230400
750,104489,59.35478000000001,2.0248854166666668,34.0,230400
750,49106,56.90169416666665,1.4336083333333332,35.0,230400
750,116117,60.41296875,1.7110441666666667,36.0,230400
750,55066,55.3309475,2.712565000000001,37.0,230400
750,103156,54.19231875000001,2.7968491666666666,38.0,230400
750,80593,32.43824875,6.598969583333332,39.0,230400
750,118856,34.85213166666666,4.866329583333333,40.0,230400
750,61876,33.791092500000005,3.8734808333333337,41.0,230400
750,93807,40.80396458333333,2.01500875,42.0,230400
750,56556,39.25477333333335,2.00938375,43.0,230400
750,95273,39.16094541666667,4.822041249999999,44.0,230400
750,69123,34.72037166666667,4.5492629166666685,45.0,230400
750,109222,60.78834791666667,20.146844166666668,46.0,230400
750,82666,43.95998166666667,19.881546250000003,47.0,230400
750,102164,41.03130291666667,9.59047166666667,48.0,230400
750,69144,35.28343083333333,10.374413333333333,49.0,230400
750,96677,56.60129041666668,8.887860000000002,50.0,230400
750,63722,55.40048,5.697792916666665,51.0,230400
750,90699,54.48831083333334,7.291254583333332,52.0,230400
750,58812,46.28104083333333,4.262427916666667,53.0,230400
750,85066,61.57338583333333,2.329466666666667,54.0,230400
750,68936,67.64493958333333,6.4734766666666665,55.0,230400
750,84600,82.12685458333334,3.3288499999999988,56.0,230400
750,68731,76.70760291666666,4.8468229166666665,57.0,230400
750,114902,76.93580791666666,7.852481250000001,58.0,230400
750,55911,78.07132041666667,4.144772916666667,59.0,230400
750,80179,81.93061750000003,1.1599000000000002,60.0,230400
750,52249,82.03842208333333,1.2532716666666666,61.0,230400
750,98770,83.3872,0.9587895833333334,62.0,230400
750,55607,77.25835083333331,3.902109166666666,63.0,230400
750,35220,46.95233875,0.05724291666666668,64.0,230400
750,37787,56.48409666666666,0.05464541666666667,65.0,230400
750,33469,57.64560875,0.045285,66.0,230400
750,36627,58.22438208333333,0.03750749999999999,67.0,230400
750,59884,59.46985375,3.0918233333333327,68.0,230400
750,54397,42.2820225,1.6418549999999996,69.0,230400
750,104538,46.44548666666666,1.5750204166666668,70.0,230400
750,70063,44.69582875,1.5257370833333337,71.0,230400
750,88520,43.93367874999999,1.48731125,72.0,230400
750,93407,43.82573208333333,5.501123750000001,73.0,230400
750,114297,46.58574958333333,3.6709116666666666,74.0,230400
750,78510,44.37162916666666,4.7312329166666665,75.0,230400
750,100611,47.28566125,3.7786433333333327,76.0,230400
750,79735,43.40032833333333,5.157697500000001,77.0,230400
750,105393,54.94435791666666,6.441497916666666,78.0,230400
750,45752,60.64900291666665,2.9879812500000007,79.0,230400
750,85349,70.59171916666669,3.3233874999999995,80.0,230400
750,66933,61.87874499999999,3.9954133333333335,81.0,230400
750,95851,63.86254875000001,1.8144583333333333,82.0,230400
750,73268,63.31302291666666,5.539397916666666,83.0,230400
750,95680,77.86428250000002,4.588969166666668,84.0,230400
750,107969,82.60447958333332,11.034921666666667,85.0,230400
750,77820,58.91607208333334,6.487972916666666,86.0,230400
750,107841,67.33539166666667,8.776983333333334,87.0,230400
750,97616,54.00538333333332,6.4590283333333325,88.0,230400
750,103868,39.6440925,5.980225416666666,89.0,230400
750,83247,37.21567666666667,3.17995125,90.0,230400
750,56917,59.5449725,3.7474925000000003,91.0,230400
750,65892,79.64194208333333,2.1032212500000003,92.0,230400
750,86577,71.60483083333334,1.9427179166666664,93.0,230400
750,75061,51.39264041666666,3.514303333333334,94.0,230400
750,70306,44.85965916666667,2.418895416666667,95.0,230400
750,96844,47.82373958333332,2.311642499999999,96.0,230400
750,80354,60.00005541666667,3.815663333333333,97.0,230400
750,97314,68.86225125000003,1.863805,98.0,230400
750,69765,66.70732583333334,2.28537375,99.0,230400
750,95157,69.19564916666668,1.52314375,100.0,230400
750,64710,52.43546333333334,3.4923704166666667,101.0,230400
750,119028,48.19437,2.3960891666666666,102.0,230400
750,64299,45.25030416666666,2.2265666666666664,103.0,230400
750,90633,46.26553458333333,3.274079166666666,104.0,230400
750,111835,38.81561291666667,5.047864166666666,105.0,230400
750,89101,40.90682291666667,3.74147125,106.0,230400
750,70899,37.61653541666667,3.25917875,107.0,230400
750,115091,40.77027041666667,3.223779166666666,108.0,230400
750,76421,39.18744,3.0117541666666665,109.0,230400
750,105860,47.25897041666667,3.9696691666666655,110.0,230400
750,66486,45.91412041666669,3.7529079166666666,111.0,230400
750,94269,51.72407291666667,4.220742083333334,112.0,230400
750,74023,52.04817625,5.829133333333334,113.0,230400
750,120655,52.805812083333336,6.857218750000001,114.0,230400
750,64061,46.14516708333334,6.46722875,115.0,230400
750,72079,68.13011583333332,1.3191154166666663,116.0,230400
750,56413,67.91395208333331,1.6471020833333336,117.0,230400
750,73408,66.96684375000001,3.5533129166666675,118.0,230400
750,82335,61.56627,2.577770416666667,119.0,230400
750,121206,66.27297416666669,4.120923749999998,120.0,230400
750,75194,64.903685,5.6824154166666645,121.0,230400
750,97293,69.90010666666666,5.314229583333334,122.0,230400
750,85557,67.20397208333334,6.66024375,123.0,230400
750,108613,74.95622916666666,8.492645416666667,124.0,230400
750,70771,64.503125,5.138737916666668,125.0,230400
750,98687,72.92101458333333,5.0376666666666665,126.0,230400
750,67304,67.37769541666667,4.1790949999999984,127.0,230400
750,99168,72.09193125,3.7941404166666666,128.0,230400
750,68954,68.77814833333333,3.193250833333334,129.0,230400
750,109031,71.90415833333334,3.4076608333333334,130.0,230400
750,52135,66.59610916666666,1.5923120833333329,131.0,230400
750,98892,72.19969499999998,1.403095416666667,132.0,230400
750,61551,68.61778500000001,3.029945,133.0,230400
750,94856,52.18332916666665,1.3007670833333334,134.0,230400
750,51080,51.01415083333334,1.0781275,135.0,230400
750,97982,54.10041416666669,1.1052566666666668,136.0,230400
750,52358,51.84597125000001,1.0982329166666671,137.0,230400
750,79941,53.32879916666667,3.246506666666667,138.0,230400
750,80464,64.30109916666667,2.078992083333333,139.0,230400
750,105519,67.65486750000001,1.9129979166666669,140.0,230400
750,64679,64.20739166666665,2.3313275,141.0,230400
750,104309,69.94505500000001,3.7198208333333334,142.0,230400
750,61525,73.70612125000002,2.4793595833333337,143.0,230400
750,133029,82.22931833333331,6.132673750000001,144.0,230400
750,45323,67.29355708333334,2.48098125,145.0,230400
750,106732,74.1472975,3.163965416666666,146.0,230400
750,60030,69.93194291666667,2.3338016666666666,147.0,230400
750,91403,71.60811416666667,2.07442375,148.0,230400
750,76185,69.47881541666665,3.11578125,149.0,230400
750,95840,71.26041083333334,2.0984350000000003,150.0,230400
750,72686,63.66459333333333,3.66473875,151.0,230400
750,104692,41.56189625,5.392899166666666,152.0,230400
750,58050,38.783680416666655,5.414055833333332,153.0,230400
750,113896,43.11162708333333,4.965923749999999,154.0,230400
750,59250,41.46805874999999,4.395502499999999,155.0,230400
750,97856,42.11162333333333,3.4484866666666663,156.0,230400
750,78116,44.49614041666666,4.592252916666666,157.0,230400
750,93011,70.85324833333333,9.86138,158.0,230400
750,57449,81.95080458333334,14.510911666666665,159.0,230400
750,94796,85.75842,14.598579166666665,160.0,230400
750,75715,78.33197541666667,13.508813333333334,161.0,230400
750,106559,74.69736791666666,9.349862083333333,162.0,230400
750,73613,72.81375208333331,8.540554583333334,163.0,230400
750,102781,77.41067833333334,8.18295041666667,164.0,230400
750,78524,70.88464291666666,9.158253333333333,165.0,230400
750,116622,72.12367875,8.565081666666664,166.0,230400
750,67512,62.71805958333334,6.874027083333334,167.0,230400
